EMPLOYEE_ID	DESCRIPTION
1028426	Nucleolus, nucleus, chromatin, nuclear structure and function, cancer, growth-regulations, signal-transductions,
1028607	Care of adults with a history of childhood cancer, Preventive medicine
1028619	Genetic counseling; informed consent for genetic testing; medical decision-making, health care communication, ethics, specifically around areas of genetic testing and research. 
1028771	Current research activity is focused upon the psychological functioning of children and adolescents with HIV infection/AIDS, risk behavior in adolescents with HIV exposure/HIV infection, and individual and psychosocial factors mediating HIV medication adherence. 
1029113	Musculoskeletal imaging
1029130	epithelial cells, membrane traffic, GPCR, arrestins, epithelial polarity, mucosal biology, mucosal inflammation, apoptosis
1029134	My primary research interest is in health outcomes following pediatric liver transplantation and acute liver failure.  I lead a research group that studies all aspects of outcomes from survival to health related quality of life (HRQOL).  The largest current projects examine HRQOL and cognitive outcomes in pediatric liver transplant survivors, long term complications related to immunosuppressive medications and the causes and treatment of acute liver failure.
1029137	I have a strong interest in medical ethics, especially ethical issues in pediatrics, end-of-life care, research on human subjects, transplantation, children with disorders of sex development (DSD) and gender identify nonconformity, medical and surgical innovation, transplantation and conscientious objection to requested care by health care professionals.  My main clinical interests are in pediatric palliative and hospice care, multidisciplinary care of children with DSD/GID and parent support for difficult decisions under conditions of uncertainty.
1029164	Primary research interests are in adult and pediatric genito-urinary and CNS cancers including prostate cancer, Wilms tumor and brain tumors. The other areas of interest include development of novel therapies for recurrent tumors including prostate, brain and neuroblastoma. Radiosurgery, hyperthermia,intra-operative radiation therapy, brachytherapy, novel IMRT techniques and nanoparticle-mediated delivery of novel radiosensitizing therapy are areas of ongoing clinical and basic research.
1029324	Adolescent gynecology, Colposcopy, Menopause
1029534	Special interest in working with chronic pain and with anxiety disorders. Experienced in Mindfulness-based Psychotherapies and Acceptance and Commitment Therapy.
1029833	I am both a clinician and a researcher as well as an educator. I am interested in studying the impact of chronic illness on the adaptation and coping of children, adolescents and their families. I am also interested in the area of transitioning from pediatric to adult care among youth with chronic illness.
1029930	My current research focus is on characterizing the signaling pathways that regulate endothelial cell behavior leading to the process of blood vessel development (angiogenesis).  In particular, I am interested in characterizing the role of the a4 laminin subunit, a component of the basement membrane of endothelial cells in blood vessel development.  I have previously demonstrated that a4 laminin contributes to angiogenesis by interacting with avb3 integrin and b1 integrin containing heterodimers.  I plan to further unravel the signaling mechanisms underlying a4 laminin dependent angiogenesis, to identify the critical phosphorylation events and to determine the role of apoptosis in the endothelial cell response to a4 laminin.  I am also interested in characterizing the signaling pathways that are involved in either enhancing or blocking the differentiation process of endothelial progenitor cells to endothelial cells.  Endothelial progenitor cells have been implicated in the development of new blood vessels during normal and pathological angiogenesis.  However, the mechanism and extracellular signals that initiate and regulate this process are poorly understood.
1030012	fluorescence microscopy, live cell imaging, endothelial cell, 3D vasculature enogineering, tumor-endothelial interaction, hemodynamics.
1030041	Dr Kuikens research group is working developing bionic technologies to improve the function of artificial limbs for people with very proximal amputations.  The main research focus of the lab is developing a technique using nerve transfers to improve of myoelectric prosthesis control called targeted reinnervation.  By transferring the residual arm nerves in an upper limb amputee to spare regions of muscle it is possible to make new signals for the control of robotic arms. This allows simultaneous control of multiple joints in a natural way.  The procedure has been very successful in patients with increases in speed of 50- 500%. Similarly, hand sensation nerves can be directed to reinnervate spare skin in or near the residual limb so that when this skin is touched, the amputee feels like their missing hand is being touched including light touch, graded pressure hot/cold, sharp/dull and vibration. This is an exciting pathway to producing true sensory feedback to amputees from their prosthesis.
1030273	I work with trauma and mental illness in children's mental health, juvenile justice, child welfare and education programs.  As Clinical Director of the Illinois Childhood Trauma Coalition we are focusing on developing a statewide system of care with appropriate professional development to address child trauma.  Within research, we are looking at children in the public sector who suffer from complex trauma and attempting to understand what treatments are effective with these children.  We are also engaged in supporting a movement to include a developmental trauma disorder diagnosis in DSM-V.
1030597	Primary research interest involves identifying key molecule pathways (e.g. TLRs signaling pathways) leading to allograft rejection following organ transplantation using small animal transplant models.
1030626	Forensic NeuropsychologyTraumatic Brain InjuryPostconcussion SyndromePosttraumatic Stress DisorderViolent Behavior
1030644	Prostate cancer, angiogenesis inhibitors, PEDF, TSP
1030765	CT,MRI, Image processing, Oncologic imaging, Abdominal imaging, Cardiac imaging.
1030810	Fitness, Nutrition and Weight Management, Medical care of the obese patient, Preventive medicine
1030810	Obesity, nutrition and lifestyle clinical care; clincal research in diet, body composition and weight mangement methods; and medical education in nutrition and lifestyle medicine
1031011	My primary research is in the field of biostatistics with particular emphasis in the areas of 1) longitudinal data analysis, 2) generalized linear and nonlinear mixed-effects models and 3) outcomes research as it pertains to survival analysis and causal inference.
1031145	Dr. Smith, who is a trained prosthetist, currently serves and has served as Principle Investigator on a number of research grants relating to the delivery of rehabilitation services and technologies to war wounded populations internationally. In particular he has been involved in the development and delivery of appropriate prosthetics and rehabilitation technologies and distance learning to land mine victims in low income countries. In addition, Dr. Smith has led the development and commercialization of a number of health informatics applications including store-and-forward telemedicine, personal health record (PHR) and clinical decision support (CDSS) systems.
1031152	The focus of the work in my lab is directed towards the understanding of neuromusculoskeletal control during active movement in persons with brain injury.  In particular, studies seek to understand the control mechanisms underlying locomotor behavior in persons with post-stroke hemiplegia.  Related to this objective, the work is attempting to understand underlying mechanisms of poor control and to develop quantitative evaluation and intervention tools for the amelioration of locomotor deficits post-stroke.  The experimental approach includes measurement of electrical muscle activity, lower limb force and movement trajectories, and electro-physiological reflex testing during cyclical locomotor movements such as walking and pedaling.
1031187	Clinical interests include diagnosis and treatment of kidney diseases, hypertension, acute kidney injury and chronic kidney disease, and management of patients on dialysis.
1031217	CLINICAL NEONATOLOGY
1031304	My research focuses on spinal motor-system. I am interested in the interaction between pre-motor interneurons and motoneurons; the synaptic plasticity of motoneurons for peripheral and brainstem descending pathways; and the mechanisms of amyotrophic lateral sclerosis (ALS).  Using a root recording system I developed for mouse spinal cord study, I have demonstrated the existence of two forms of short-term plasticity in the spinal motoneurons in response to different source of synaptic inputs. Further studies in this direction will move toward the cellular level to understand their pre- and post-synaptic mechanisms.  In an animal model of ALS (mSOD1 mouse), I have found that NMDA receptors in the spinal interneurons might be an important component contributing to motoneurons' excitotoxicity. Further studies will apply intracellular recording and calcium image techniques to answer that through what ions, channels and/or receptors the interneurons interact with motoneurons in mSOD1 mouse in order to determine new therapeutic targets for this disease.
1031419	My clinical practice is focussed on treating adult and older adult individuals and couples with relational problems, depression, anxiety, and addicitions. I frequently work closely with primary care physicians to treat patients with medical disorders. My research interests are in psychotherapy and psychotherapy integration
1031423	My primary clinical interest is the field of Thoracic Imaging.  Within the field, imaging of lung cancer and imaging of pulmonary embolism are particular interests.My primary research interest at this time is lung cancer screening.  I am one of the Investigators for the National Lung Screening Trial (NLST), an ongoing multi-institutional trial funded by the National Cancer Institute (NCI) to try to determine if lung cancer screening decreases lung cancer mortality.  For more information on NLST, see www.ACRIN.org.
1031537	Medical disorders of the breast, Woman's health
1031630	Dr. Pinski practices general and cosmetic dermatology. He has a particular interest in facial rejuvenation with Botox, filler substances and liposuction. He is also a national instructor for Botox, Restylane and Juvederm.
1031667	I have just written a book on psychiatry, 'The Origin of Symptoms': cultural aspects, clinical intensive pschotherapy case studies, the brain, genetics overview ( review of journals), animal studies. My interests are pschoanalytic.
1031759	Lasik surgery, Ophthalmic plastic surgery, Refractive surgery, Refractive surgery
1031779	Implementation science and critical care outcomes.
1031800	I am currently searching for new and innovative methods for incorporation in the teaching of residents and medical students. In addition to teaching the science and the art of medicine, it is incumbent upon us, as faculty, to lead the way in providing service to community and to those who are less fortunate.    
1031839	Psychotherapy, child psychopharmacotherapy and school consultation.
1031841	Developmental Disabilities (Clinical)
1031867	I am interested in studying the experiences of families who have children hospitalized in a neonatal intensive care unit.  My focus is on medical decision-making and the interactions of families with medical providers in the process of decision-making.
1031869	Dr Reids research interests are aimed at gaining a greater understanding of the relationship between the sleep and circadian systems with health and safety. Current research areas include, understanding the basis and treatment of circadian rhythm sleep disorders, the effects of sleep loss on performance and safety, and the relationship between sleep and risk for metabolic and cardiovascular disease.  Dr Reid also has extensive experience in the study of the impact of shift work on sleep, performance and health in the workplace. 
1032015	Gynecologic infections, Menopause, Vaginal problems, Vulvar problems
1032029	Breast Imaging: mammography, ultrasound, MRIBreast Image-guided procedures
1032035	Breast imaging, Digital mammography, Radial scars
1032044	I have been deeply involved in medical decision making from the perspective of psychological and fact driven decisions.  I enjoy nearly all aspects of managing general medical problems from cholesterol to autoimmune disease to travel medicine... I try to maximize my patients health and quality of life.
1032062	My research is focused on the mechanisms underlying Parkinson's disease and schizophrenia. This pursuit employs a combination of electrophysiological, optical, genetic and behavioral approaches.
1032088	Biomedical signal processing, cardiac arrhythmias, computer modeling
1032158	Interventional Oncology offers various treatment therapies to cancer patients using minimally invasive angiographic techniques and treatment options at various stages in cancer treatment. These treatments may be used alone, in combination, or in conjunction with standard of care cancer treatments such as chemotherapy and radiation, as a palliative treatment, or may be used as a bridge to organ transplantation
1032326	magnetic resonance imaging, cardiovascular imaging, technical developments, heart, interventional, coronary artery disease, oxygenation,contrast agent, angiography,perfusion
1032446	Dr. Brian Helfand is a research assistant professor in the Department of Urology.  He completed his MD/PhD at Northwestern University and is continuing with his clinical education in urology.  His research focus is directed towards identifying the cellular and molecular mechanisms underlying prostate cancer.  Specifically, he is interested in the changes in both the cytoskeletal and nucleoskeletal intermediate filament proteins which promote metastases and disease progression.  In addition, he is focused upon elucidating the mechanisms by which intermediate filaments control the expression of DNA (transcription) and their combined influence on cell behavior.
1032461	Integrin regulation of proteases in oral keratinocytes (special focus on urokinase receptor-integrin interaction and consequent intracellular signaling events). Effects of altered expression of proteases on tumorigenecity/invasion of oral cancer.
1032738	Fetal Brain Injury, Oxidants, Neuroprotection, Cerebral Palsy, Fetal Alcohol Syndrome
1032739	Acute coronary care, Coronary angioplasty, stenting, and atherectomy, General cardiology, Peripheral vascular interventions
1032743	Abdominal aortic aneurysms, Angio / stents, Endovascular, Extracranial cerebrovascular disease
1032810	Cardiac electrophysiology
1032869	Body imaging
1032893	Cardiac rehabilitation, Echocardiography, Vascular biology
1032940	Integrated systems, Neuroanatomy, respiration, amygdala, basal ganglia, cerebellum, 
1032946	Acute renal failure, Pre and end stage renal disease care
1033130	Glycolipid and cell behavior/skin cancers.
1033185	Dr. Hirano is Associate Professor of Medicine and Director of the Gastroenterology and Hepatology Fellowship Program at Northwestern University Feinberg School of Medicine.  He attended medical school at the University of Pennsylvania and completed his medical residency and GI fellowship at Beth Israel Hospital in Boston. He took a faculty position at Harvard Medical School working in esophageal physiology before coming to Northwestern in 1998. His academic interests focus on eosinophilic esophagitis and swallowing, motility,  and esophageal disorders.
1033185	Eosinophilic Esophagitis, Eosinophilic Gastroenteritis, Esophageal motility disorders, Gastroesophageal reflux disease, Swallowing disorders
1033220	Clinical researchDevelopment of devices facilitating the plastic surgery field
1033261	From 1987-1997, I built a clinical service and research program at Rush University with an emphasis on quality of life and outcome evaluation in cancer treatment research.  I developed and am continually refining the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System for outcome evaluation in patients with chronic medical conditions.I have focused my career studying questions regarding quality of life measurement in clinical trials, cross-cultural equivalence of quality of life measurement, efficacy of psychosocial interventions in oncology, and medical outcomes research. I am the principal investigator of the statistical coordinating center for the NIH Roadmap Initiative to build a Patient Reported Outcome Measurement Information System (PROMIS). I am also the principal investigator of a contract to develop item banks for the clinical trials supported by the National Institute of Neurological Disorders and Stroke.
1033359	informed consent in the clinical arena, health policy development, classificatory theory, medical education and patient safety research
1033423	Building And Re-Building Of Limbs And Hearts. The Simon Laboratory has identified regulartory genes that play key roles in limb development in virtually all vertebrates, including humans. Surprisingly, these genes are also critical for the shaping of the heart during embryogenesis and when mutated in humans, they lead to birth defects of the arms and heart. Using zebrafish and mouse models, the lab tries to gain a deeper understanding of common genetic pathways in limb and heart development and disease. In addition to these developmental studies, the lab is interested in discovering the genes that are involved in regenerative processes. As models for these investigations, zebrafish and newts are employed, which can regenerate limbs and heart ventricles throughout their life times. The identification of genetic pathways that are operational in these regenerating species but not in mammals, will provide new insights how to restore regenerative abilities in non-regenerating species including humans.
1033524	My primary interest is the diagnosis and treatment of pain disorders pertaining to the spine.
1033629	Chronic inflammatory demyelinating neuropathy (CIDP); Guillain-Barre syndrome (GBS; Chemotherapy induced neuropathy; Myasthenia gravis; Muscular dystrophy; Electrophysiology in peripheral nervous system diseases
1033859	Dr. Rudicks research focuses on characterizing the peripheral and central (spinal cord and brain) neuronal mechanisms of acute and chronic pain in interstitial cystitis, chronic prostatitis/chronic pelvic pain syndrome and urinary tract infection.  Dr. Rudick is currently investigating the transition from acute pain to chronic pain and developing novel therapies to treat both acute and chronic pain associated with the urinary tract.
1034093	Current clinical practice utilizes a multidisciplinary team approach to the diagnosis and treatment of pediatric epilepsy and comorbidities.  Dr. Millichap has over 20 peer-reviewed medical publications and serves as the Deputy Editor of the Resident and Fellow Section of the journal Neurology.  As a member of the academic faculty of Northwestern University, he is involved in the education of trainees and grant-funded clinical research concerning epileptic encephalopathies.
1034109	biomedical communications, biomedical policy, biomedical literacy, health literacy, scientific literacy, cancer communications, public health communications, information technologies, multivariate analysis
1034453	Our group seeks to elucidate the molecular mechanisms by which human prostate cancer cells regulate motility (and thus ultimately metastasis), to identify new drugs which target regulatory elements, and to evaluate their efficacy in humans.  Studies employ basic cell and molecular biology based investigations, animal models of metastasis, and early phase clinical trials involving cell and molecular based endpoints.  A central focus is upon the role of transforming growth factor beta (TGFb) associated signaling members.  Through these studies we have been able to link TGFb super family receptors, Smad proteins, members of the p38 MAP kinase signaling pathway, small heat shock proteins (in particular, HSP27), and matrix metalloproteinases (MMPs), into an inter-linked regulatory network within the cell, which together regulates cell motility, invasion, and metastasis.  We have identified a lead compound that effectively blocks activation of the key regulatory elements.  Our lead compound inhibits metastasis in murine orthotopic models, was well tolerated in human phase I trials, and demonstrates mechanistically relevant cell and molecular efficacy in phase II human trials.  
1034453	Phase 1 & 2 clinical trials, Prostate cancer
1034459	Development and validation of instruments to measure quality of life and rehabilitation outcomes
1034616	Dr De Plaens research focuses on the developmental aspects of the inflammatory mechanisms contributing to necrotizing enterocolitis, a devastating disease of the premature infant, causing sudden bowel inflammation and necrosis.  
1034656	A major pediatric research priority and the long-term goal of my laboratory is the identification of the etiology and pathogenesis of Kawasaki Disease (KD), the leading cause of acquired heart disease in children in developed nations. KD can result in coronary artery aneurysm (CAA) formation with resultant myocardial infarction and/or sudden death. Clinical and epidemiologic data are consistent with an infectious cause of KD, but conventional methods have not yielded the etiologic agent. We discovered that oligoclonal IgA plasma cells, CD8 T lymphocytes, and macrophages infiltrate CAA and other tissues in acute KD, indicating an antigen-driven response to an intracellular pathogen, such as a virus, with a mucosal portal of entry. We made oligoclonal KD antibodies in vitro and used them as tools to identify their target antigens. Immunohistochemistry revealed that KD synthetic antibodies detected antigen in acute KD but not control bronchial epithelium and in a subset of macrophages in acute inflamed KD tissues. In acute KD ciliated bronchial epithelium, antigen localized to distinctive perinuclear intracytoplasmic spheroids. Light and electron microscopy revealed that the spheroids in ciliated bronchial epithelium were cytoplasmic inclusion bodies (CIB). The CIB were most consistent with aggregates of protein and associated nucleic acid and likely derive from the KD etiologic agent. These data support the hypothesis that the KD agent enters via the respiratory tract, infects bronchial epithelium, and travels in macrophages to targeted tissues including coronary arteries, with antigen-specific IgA plasma cells and other inflammatory cells entering the tissues to combat the pathogen and resulting in tissue damage. The presence of CIB consistent with aggregates of microbial, likely viral, proteins and nucleic acids in acute KD lung provides a structural and molecular footprint that could lead to identification of the KD etiologic agent.
1034762	<BR><BR>My research work is focused on studying the mechanisms that regulate the transcriptional activities of nuclear receptors. Nuclear receptors constitute a large superfamily of transcription factors that regulate a diverse array of biological processes, including development and neoplasia, as well as energy and xenobiotic metabolism. In order to initiate transcription, some more factors are required to interact with nuclear receptors and to regulate their activities. These factors are collectively called 'nuclear receptor co-factors'. Several co-factors have been identified by our studies. Generating mouse models using gene targeting technology to investigate the functions of these genes is in process.
1035505	retrovirus replication, reverse transcription, integration, virus assembly mechanisms, molecular genetics
1035506	Primary Research Interest: Gene Regulatory and microRNA networks during neural tube developmentClinical Research Interest: Biomarker discovery and validation in Spina Bifida.
1035648	Dr. Holly Falk-Krzesinski is the Director of the Office for Research Development.  In this position, Dr. Falk-Krzesinski and her team support and advance faculty research and the Northwestern‚¨'s collective research enterprise through strategic alignment of vision, priorities, capabilities, and opportunities to enable pursuit of large, multi- and interdisciplinary research initiatives that garner national and international recognition.  Dr. Falk-Krzesinski specifically focuses on life and biomedical sciences initiatives and works closely with five of the research schools: arts & sciences, engineering, communication, education & social policy, and medicine.  As Director, Office for Research Development, Dr. Falk-Krzesinski has successfully catalyzed and fostered a number of major multi- and interdisciplinary research projects:‚¨¢ The NIAID-funded contract award for a large-scale Structural Genomics Center of Infectious Diseases is a Center that applies state-of-the-art high-throughput structural biology technologies to experimentally characterize the three-dimensional atomic structure of targeted proteins from pathogens in the NIAID Category A-C priority lists and organisms causing emerging and re-emerging infectious diseases.  The Center provides a high throughput pipeline for structure determination that will carry out all steps of the process from target selection through structure deposition and will determine over 375 structures during the five-year period of the contract.  This initiative strengthened the partnership with the Advanced Photon Source and structural biologists at Argonne National Laboratory.‚¨¢ The NCI-funded Nanomaterials for Cancer Diagnostics and Therapeutics Center for Cancer Nanotechnology Excellence (CCNE) that advances nanotechnology as a critical driver of advances in oncology and cancer research leading to near-term benefits for patients. The new Center capitalizes on the very strong partnership between the University‚¨'s International Institute for Nanotechnology and the medical school‚¨'s Robert H. Lurie Comprehensive Cancer Center. ‚¨¢ The Oncofertility Consortium: Fertility Preservation for Women, a program through the NIH Roadmap for Medical Research Interdisciplinary Research Consortium initiative.  The inter-institutional consortium is a framework into which new discipline of oncofertility will be fostered  to create new knowledge about the process of ovarian follicle development and provide the medical solution to fertility preservation for women with a fertility-altering cancer diagnosis.‚¨¢ The Regenerative Medicine Training Program, an interdisciplinary research training program of the NIH Roadmap for Medical Research Training for a New Interdisciplinary Workforce initiative.  The training program is for pre- and postdoctoral trainees and provides integrated training in the physical sciences, life sciences, and engineering with the goal of creating a new generation of scientists in regenerative medicine who can focus on overcoming the obstacles to developing techniques for repairing or regenerating damaged tissues and organs. ‚¨¢ Participated as a co-organizer and engaging Northwestern faculty to participate in the regional partnership to bring university and industry research together: Catalyzing Collaboration between Industry and Academia in the Life Sciences‚¨Neurodegenerative Medicine, Regenerative Medicine/Stem Cell Biology, and Women‚¨'s Health Research.‚¨¢ The NIDDK-funded NIH Islet Cell Resource as the lynchpin activity of the Chicago Islet Consortium, which Northwestern University, the University of Chicago, and the University of Illinois at Chicago comprise.  The overall goal of the Resource is to advance the field of human islet isolation for basic research and clinical transplantation.&.TRUNCATED
1035648	Holly Falk-Krzesinski, PhD, is Research Assistant Professor and Director, Research Team Support & Development at the NIH CTSA-supported Northwestern University Clinical and Translational Science (NUCATS) Institute.  My research activities involve collaboration enhancement and research development and grantsmanship for clinical and translational team-based, cross-disciplinary research.  Connecting the science of team science (research on scientific teams) with the praxis of team science (the practical aspects of science performed in teams), I translate empirical research findings about team science into evidence-based effective practices for scientific teams, institutions, and funders of collaborative team science.  Two areas of application on which I focus are tools and training.  I have been working on the development and implementation of research networking tools, knowledge management systems for the research enterprise, to support the efforts of researchers and research development professionals to initiate and nurture new interdisciplinary partnerships and secure collaborative extramural research funding.  And, in an effort to prepare trainees and investigators to engage effectively in collaborative research and team science, I have recently developed two interdisciplinary, team science training resources: a graduate-level Team Science course and TeamScience.net, an online learning tool.  I am now developing a workshop series focused on leadership and team science.  Finally, I chair the Annual International Science of Team Science (SciTS) Conference, through which I am working to develop a strong, interdisciplinary community of practice for team science, SciTS, and interdisciplinary research training.
1035819	I am committed to a career in patient-oriented research related to pulmonary vascular disease. Exploring the clinical impact and the mechanisms of pulmonary hypertension (PH) in patients with underlying lung disease is my primary research interest. This interest stems from my clinical experience over the last several years developing and building the Northwestern Pulmonary Hypertension Program. Pulmonary hypertension is a common complication seen in patients with lung disease, specifically chronic obstructive pulmonary disease (COPD). Although the association between the presence of PH in COPD and increased mortality has been well described, we have recently explored the impact of PH on patient-centered outcomes. I am interested in exploring the mechanisms of PH and identifying the disease as it presents early in the course of lung disease when interventions could potentially alter disease progression.
1035946	Samuel Stupp's research is focused on self-assembly and supramolecular materials with special emphasis in regenerative medicine, organic electronics, solar energy, and cancer therapies.
1035953	Neuromuscular Disorders:Amyotrophic Lateral SclerosisMuscular DystropyPeripheral Neuropathy
1036098	Traumatic Brain Injury, Outcomes, Measurement, Assistive Technology
1036119	Our laboratory investigates the pathogenesis of the gram-negative bacterium Pseudomonas aeruginosa.  We focus on this organism's type III secretion system, an apparatus that injects toxins directly into host cells.  A second interest is the identification of novel virulence determinants.  Our studies utilize a broad range of approaches, including molecular and cellular techniques as well as animal models and epidemiologic studies on human populations.
1036135	The major focus of my academic interest has been the study of newborn vascular biology. I spent my fellowship and early faculty years studying extracorporeal life support (ECMO) in newborn infants under the direction of Dr. Thomas P. Green. I entered the laboratory of Dr. James Russell in 1990 and learned techniques to investigate basic mechanisms regulating vascular tone. I have gone on to apply this knowledge to better understand the normal development of the perinatal pulmonary circulation, and to determine specific abnormalities that result in persistent pulmonary hypertension. My recent work has utilized intact animal and bench approaches to investigate the role of oxidant stress in the vascular dysfunction and remodeling that characterizes PPHN. We have not only identified enzymatic sources of reactive oxygen species, but have also shown that antioxidant strategies reverse the physiologic and enzymatic abnormalities of PPHN. In collaboration with Dr. Paul Schumacker, my laboratory group has recently incorporated novel in vitro techniques to better understand specific cellular sources of oxidant stress during hyperoxic ventilation, which paradoxically is the most commonly used clinical treatment for respiratory failure and PPHN. Our work provides the scientific foundation for revising the current AHA recommendations to resuscitate critically ill newborns with 100% O2. I recently served as a lead investigator for a Phase I/II trial of intravenous sildenafil for the treatment of PPHN, and plan to proceed to a randomized multicenter clinical trial of intravenous sildenafil for infants with PPHN, beginning late in 2010.
1036144	My primary clinical and research interests lie in pediatric body imaging, especially CT and MRI with a specialty interest in cardiovascular imaging.
1036213	Rheumatoid arthritis, Scleroderma, Systemic lupus, Vasculitis, Wegener's Granulomatosis
1036243	Diagnostic ultrasound (obstetrics and gynecology), Fetal anomaly, High risk pregnancies
1036357	Primary research interests include critical evaluation of clinical research, post-graduate education, adverse drug reactions,and safety outcome measures.
1036557	Dr. Epsteins laboratory is engaged in the study of the impact of viral infections on the developing nervous system.  Currently we are investigating the role of Human Herpesvirus 6, and 7 (HHV-6 and HHV-7) as potential causes of hippocampal injury during febrile status epilpepticus (FSE).  Dr. Epstein is a co-investigator and the study neurovirologist for the ten year NINDS funded multicenter longitudinal FEBSTAT study of  200 children with FSE.   To date we have found that HHV-6B is the most common cause of FSE in children accounting for nearly 30% of the infants that present with FSE.  This longitudinal study will allow us to determine if FSE caused by HHV-6B or HHV-7 is more likely to result in mesial temporal sclerosis and temporal lobe seizures.  Intractable temporal lobe seizures are the most common reason for epilepsy surgery in adolescents and young adults.   If  HHV-6B or HHV-7 prove to be responsible for hippocampal damage it is possible that the injury could be prevented by treatment with anti-viral or anti-infammatory medications at the time of presentation with FSE.
1036558	Acute lung injury and the impact of mechanical ventilation on the injured lung have been a central focus of my laboratory work.  Particular attention to free radical production and inflammation are important are of interest.  The impact of critical illness on the metabolic response of young children has been a persistent interest of mine.
1036566	Current main research interests include: (1) patient safety, primarily risk assessment and in-situ simulation to improve team work and communication in pediatrics, obstetrics, transplant surgery, and family planning; (2) National Children's Study: child health outcomes; (3) healthcare quality indicators pediatric); (4) role of chronic stress in premature labor; (4) contribution of clinician and system factors to clinician-initiated deliveries; (5) prevalence and severity of food allergy and health services.
1036593	Complex dermatological cases, Cutaneous infectious disorders, General dermatology
1036661	Chemical pathology<BR><BR>Plasma lipoprotein metabolism and the pathogenesis of atherosclerosis.
1036691	Breast cancer, General Oncology
1036692	Placenta, Perinatal outcomes, Hypoxia, Angiogenesis
1036702	Benign hematology, Disorders of thrombosis and hemostasis
1036707	Cell signaling and breast cancer progression;Molecular staging of breast cancer;Fertility preservation for young patients with cancer;Impact of fertility treatment on mammary gland 
1036743	Colon cancer, Esophagus cancer, Gastric cancer, Hepatocellular cancer, Pancreas cancer, Rectal cancer
1036746	Specializing in the non-operative management of musculoskeletal conditions, joint injections, spinal injection.  Research interests include outcomes of spinal injections 
1036771	Hepatitis, HIV
1036775	Swallowing Disorders, GERD, Surgical complications and General GI
1036779	High Fidelity Simulation, Virtual reality, Advanced Technologies in Medical Education
1036796	Cardiac imaging, Diabetes mellitus, Kidney failure
1036807	Research and clinical interests of the role of non-invasive cardiovascular imaging in acute coronary syndromes, coronary artery disease, ischemic and structural heart disease, and pre-operative cardiac evaluation. Specific focus on nuclear cardiology and cardiac magnetic resonance imaging.
1036807	Research in the noninvasive clinical utility of cardiac magnetic resonance and nuclear cardiology in the treatment, diagnosis and management of patients with cardiovascular disease.
1036812	Incontinence, Neurogenic bladder, Complex voiding dysfunction, Pelvic reconstruction
1036816	We are involved in a variety of bimomechanical research projects in order to compare and optimize the biomechanics of fracture fixation. I am also collaborating with Sam Stupp at IBNAM looking at ways to enhance bone regeneration in a traumatic defect animal model using nanotechnology.
1036821	1 Failure to extubate / re-intubation rate in our institution (incidence, risk factors, complications, outcomes).   2 Special interest in ARDS (Adult Respiratory Distress Syndrome). 3 Gender difference in propofol-induced pain.4 Developing teaching videos (in English and French) on hot topics of Neuro-Anesthesia and Neuro-critical care. 5 Electrolyte abnormalities seen after bladder reconstruction surgery6 Surgical airways in our institution (incidence, risk factors, complications, outcomes).7 Private and institutional Investors: Please note that your contributions are welcome to support our research efforts.
1036822	My  interests include defining the non-medical factors associated with clinician-initiated obstetric deliveries, specifically as it applies to birth prior to 39 weeks' gestation.  Our group has recently focused on racial disparities and the trends in these disparities for women who received induction of labor at both early-term (37-38) and late preterm (34-36) gestations.  Additionally, we have studied the associated between medico-legal pressures and regional rates of clinician initiated delivery including primary cesarean delivery and late preterm induction of labor in Illinois.  Another set of projects are within the Children's Hospital Neonatal Consortium (CHNC), an organization dedicated to improving care and outcomes for infants in Childrens Hospital NICUs through sharing of data, information  and ideas for benchmarking, research, and development of safety and quality improvement initiatives.  With the close collaboration of the Child Health Corporation of America, the CHNC has developed and deployed a database focusing on the population ill infants requiring medical/surgical subspecialty care due to congenital anomalies, preterm-associated consequences that were admitted to 22 US children's hospitals' NICUs since 2010.   Over 17,000 infants have been captured, and we aim to describe the care and outcomes for a population of infants that has not been focused on in traditional neonatal databases.  These include, for example, children requiring surgical care, those with congenital anomalies, and/or those with uncommon medical problems that are not necessarily associated with preterm birth.
1036826	Allergic rhinitis, Angioedema, Asthma, Drug allergy, Idiopathic anaphylaxis, sinusitis, Urticaria
1036826	My main research interest is in the subject of chronic rhinosinusitis.  Chronic rhinosinusitis is one of the most common medical condition seen in the U.S.  We are currently investigating the role of Staphylococcus aureus in the pathogenesis of chronic rhinosinusitis.  We have demonstrated the presence of IgE allergic antibody in the serum of patients' with chronic rhinosinusitis.  We have also implied a superantigen  effect in the pathogenesis of nasal polyps by demonstrating clonal expansion of staphylococcal toxin specific T cell receptor (TCR) V-b domains in the polyp lymphocytes of individuals with chronic rhinosinusitis and nasal polyps.
1036835	Dr. Costellos research interests focus on clinical investigations in critically ill children with congenital and acquired cardiac disease. He is currently involved in perioperative clinical trials investigating natriuretic hormone infusions and strict glycemic control following pediatric cardiac surgery. He is also interested in the epidemiology and prevention of healthcare associated infections in critically ill children, and outcomes studies in neonates with critical congenital heart disease.
1036839	My primary research interests are in translational efforts in GI oncology.
1036841	Please visit our Sinus & Allergy Center website.www.northwestern-sinus.com
