APPOINT_FLAG	CENTER_FLAG	DEPT_ID	DIVISION_ID	DV_ABBR	DV_CAMPUS_ID	DV_LOCATION_ID	DV_NAME	DV_PHONE	DV_ROOM_NUMBER	DV_TYPE	DV_URL	LABEL_NAME	PICTURE_DIR	SAU_ID	SEARCH_NAME	WEB_ID
0	0	501000	501150	FSM-Galter Library	1	116	FSM-Galter Health Sciences Library	312/503-8133	2-212		http://www.galter.northwestern.edu/	FSM-Galter Library			FSM-Galter Health Sciences Library	62644
0	0	501000	501160	FSM-GME	1	128	FSM-Graduate Medical Education	312/503-4536	1058A		http://www.feinberg.northwestern.edu/gme/index.htm	FSM-GME			FSM-Graduate Medical Education	62624
0	0	501000	501170	FSM-Honors Prgm in Med	1	108	FSM-Honors Program in Medical Education	312/908-8915	1-645		http://www.medschool.northwestern.edu/hpme	FSM-Honors Prgm in Med			FSM-Honors Program in Medical Education	62687
0	0	501000	501180	FSM-Informatics	1	113	FSM-Weinberg Medical Informatics Training Center	312/503-4964	2-718			FSM-Informatics			FSM-Weinberg Medical Informatics Training Center	62692
0	0	501000	501190	non FSM	1	116	non FSM	312/503-0105	4-001			non FSM			x  testing	62688
0	0	501000	501200	FSM-Minority Affairs	1	108	FSM-Minority and Cultural Affairs					FSM-Minority Affairs			FSM-Minority and Cultural Affairs	62689
0	1	501000	501220	Prgm in Communication	1	101	Program in Communication and Medicine	312/503-5124	601		http://www.pcm.northwestern.edu/	Prgm in Communication			Communication and medicine program	62690
0	0	501000	501230	FSM-P&PR	1	100	FSM-Publications and Public Relations	312/503-8618	1312			FSM-P&PR			FSM-Publications and Public Relations	62722
0	0	501000	501240	FSM-Med. Rsch. Support	1		FSM-Research Support					FSM-Med. Rsch. Support			FSM-Research Support	62617
0	0	501000	501250	FSM-Sr. EAD	1	116	FSM-Chief Operating Officer and Senior Executive Associate Dean	312/503-8024	4-332			FSM-Sr. EAD			FSM-Chief Operating Officer and Senior Executive Associate Dean	62681
0	0	501000	501260	FSM-Strategic Planning &	1	108	FSM-Strategic Planning and Management	312/503-0584	4-647			FSM-Strategic Planning &			FSM-Strategic Planning and Management	62632
0	0	501000	501270	FSM-Student Admissions	1	108	FSM-Student Admissions	312/503-8206	1-606			FSM-Student Admissions			FSM-Student Admissions	62691
0	0	501000	501280	FSM-Student Affairs	1	108	FSM-Student Affairs	312/503-4070	1-673			FSM-Student Affairs			FSM-Student Affairs	62625
1	0	502000	502010	OME & Faculty Dev.	1	116	Medical Education and Faculty Development	312/503-0573	1-003	Clinical	http://www.feinberg.northwestern.edu/education	Medical Education & Faculty Development	ome		Medical education and faculty development	62645
1	0	503000	503010	Med Humanities Bioethics	1	101	Medical Humanities and Bioethics	312/503-7962	625	Clinical	http://bioethics.northwestern.edu/	Medical Humanities and Bioethics			Bioethics and humanities	62646
1	0	504000	504010	Administration	1	108	Administration	312/503-8194	4-641	Clinical	http://www.feinberg.northwestern.edu/directory/admin.html	Medical Administration			Administration	62647
0	0	601000	601010	Dental School			Dental School			School		Dental School			Dental School	62656
1	0	602000	602010	Kellogg	2	211	Kellogg School of Management			School		Kellogg School of Management			Kellogg School of Management	62657
1	0	603000	603010	Law School	1	112	School of Law			School		School of Law			School of Law	62659
1	0	604000	604010	Medill	2	218	Medill School of Journalism			School		Medill School of Journalism			Medill School of Journalism	62660
1	0	605000	605010	MEAS	2	206	McCormick School of Engineering			School	http://www.mccormick.northwestern.edu/	McCormick School of Engineering	meas		McCormick School of Engineering	62661
1	0	606000	606010	SESP			School of Education and Social Policy			School		School of Education and Social Policy			School of Education and Social Policy	62662
1	0	607000	607010	Communication	2	202	School of Communication			School	http://www.communication.northwestern.edu/	School of Communication			School of Communication	62663
1	0	608000	608010	WCAS	2	217	Weinberg College of Arts and Sciences			School		Weinberg College of Arts and Sciences			Weinberg College of Arts and Sciences	62664
1	0	609000	609010	SCS			School of Continuing Studies			School		School of Continuing Studies			School of Continuing Studies	62665
1	0	610000	610010	Provost's Office	2	207	Provost's Office		2154	School		Provost's Office			Provost's Office	62666
0	0	611000	611010	CAS-Anthropology			CAS-Anthropology			School		CAS-Anthropology			CAS-Anthropology	62649
1	1	612000	612010	IPR	2	220	Institute for Policy Research	847/491-3395		School	http://www.northwestern.edu/ipr/	Institute for Policy Research			Institute for Policy Research	62726
0	1	613000	613010	CLP	2	221	Chemistry of Life Processes Institute	847/467-2587			http://www.clp.northwestern.edu/	Chemistry of Life Processes Institute			Chemistry of Life Processes Institute	
0	1	614000	614010	Hugh Knowles Center	2		Hugh Knowles Center for Clinical and Basic Science in Hearing and Its Disorders				http://www.communication.northwestern.edu/departments/csd/research/hugh_knowles_center/	Hugh Knowles Center			Hugh Knowles Center	
