EMPLOYEE_ID	DESCRIPTION
1004331	Comorbid psychiatric disorders, Trauma and loss, Mental health needs, substance use and risky behaviors of offenders, HIV/AIDS/STIs, Criminalization of mentally ill
1004333	Primary care internal medicine, Women's healthcare
1004356	I am interested in identifying why learning becomes progressively more difficult with normal aging. With this broad goal in mind, I am studying the cellular properties of principle neurons of the hippocampus as an animal ages and after an animal has learned a task that involve the hippocampus. Thus far, my colleagues and I have identified that hippocampal pyramidal neurons (the principle output neurons of the hippocampus) become more excitable (that is, they are able to fire more action potentials) following successful learning. More importantly, the same population of neurons become less excitable with normal aging. Thus, it is our working hypothesis that the reduced excitability levels of the hippocampal pyramidal neurons with normal aging is a cause of the learning deficits observed in the aging population. We are currently using state of the art calcium imaging techniques to further characterize the changes in the hippocampal pyramidal neurons following learning and with normal aging. By systematically examining these cellular changes that occur following successful learning and with normal aging, a goal is to identify potential pharmacological targets to ameliorate and/or reverse the normal aging-related cognitive deficits. In addition, given that incidence of Alzheimer's disease increases with age, it is another goal of our research to translate our findings and approach to identify the cellular changes that occur in this debilitating condition.
1004377	My current clinical research interests include critical care medicine with a focus on the neurologically injured patient population.  However, as Medical Director of the Northwestern Memorial Hospital Emergency Response Team, I am also interested in the systems analyses of in-hospital resuscitation teams which are being described and investigated using an IRB approved research database.  Additionally, as Clerkship Co-Director of the NUFSM ICU M4 Clerkship, I have begun work on investigating the use of patient simulation in undergraduate medical education as an educational adjunct.
1004379	Carework, caring in long-term care, direct care workers, long-term care
1004379	Dr. Berdes, a sociologist, does research in the field of long-term care. She is involved in the study of person-centered care, particularly in the nature of caring relationships between people living in residential care and their paid caregivers.
1004381	I have focused my research and clinical career on the field of Pediatric HIV/AIDS, where I serve as Associate Director of the Section of Pediatric, Adolescent and Maternal HIV Infection at the Children's Memorial Hospital. As a member of the NIH-funded International Maternal Pediatric Adolescent AIDS Clinical Trial (IMPAACT) network, I am chairperson of domestic and international protocols investigating the pharmacokinetics, pharmacogenomics and efficacy of new antiretroviral agents and approaches to therapy for HIV-infected infants. In response to the growth of Pediatric AIDS in international settings, I have traveled to several African nations to train physicians about prevention of mother to child transmission of HIV and the scale-up of antiretroviral therapy for HIV-infected children. As Associate Chair for Education, I oversee the education mission for the Department of Pediatrics.
1004570	Atopic dermatitis, blistering skin disease, basement membrane, animal model, cytokine, chemokine, autoimmunity, autoantibody, autoantigen, immunogenetic
1004642	The research in the Ferreira lab is focused on the mechanisms underlying neurite degeneration and synapse loss in neurodegenerative diseases
1004676	Neuroimmunology, demyelinating disease
1004707	Dr. Levenson's laboratory concentrates on understanding the molecular mechanisms of development and progression of prostate cancer bone metastases. Her research focuses on understanding epigenic mechanisms of anticancer effects of the dietary compound resveratrol (found in red wine), and on exploring chemopreventive and chemotherapeutic potential of resveratrol in prostate cancer.
1004817	Dr. Lee's research interests include prostate biology, prostate cancer, cell differentiation, growth factor signaling, apoptosis, gene therapy, cell-cell interaction, TGF-beta, and benign prostate growth.
1004883	Dr. Jameson's research focuses on molecular endocrinology. His laboratory investigates fundamental mechanisms that control the transcription of endocrine genes. Concerted efforts are made to bridge laboratory studies with clinical endocrinology using recombinant DNA methods to investigate the pathophysiology of endocrine disorders.
1004883	Nuclear receptors, SF-1, Dax-1, Gonadal development, Transgenic mice, Reproduction, Thyroid
1004892	Care of patients with HIV infection, Primary care internal medicine
1004893	Dr. Kiang Liu received his BS degree in mathematics from Fu-Jen University, Taiwan, in 1970 and his PhD degree in statistics from the University of North Carolina, Chapel Hill, in 1976. That year, he joined Northwestern University Medical School as a postdoctoral fellow in the Department of Community Health and Preventive Medicine's training program in cardiovascular epidemiology sponsored by the National Heart, Lung and Blood Institute (NHLBI). Following his post-doctoral training (1979), he received a research career development award from the NHLBI and became an assistant professor in the department. From 1983 to 1988 he was an associate professor and beginning in 1988 he has been a professor in the Department of Preventive Medicine.<br/>Dr. Liu's research interests are in cardiovascular epidemiology and statistical methodology for epidemiologic research. He has authored or co-authored more than 270 papers or book chapters on these topics. He is the Principal Investigator of the CARDIA Chicago Field Center, an NHLBI-funded longitudinal collaborative study on lifestyle and evolution of cardiovascular risk factors in young adults and Principal Investigator of the MESA Chicago Field Center, an NHLBI-funded longitudinal study on factors related to subclinical cardiovascular disease. He is also the Principal Investigator of the MESA Family Study. 
1004916	Flow Cytometry   Immunology<BR><BR><br/>Diagnostic Test Development, Functional Flow Cytometry Test Development, Pediatric Immune Deficiency, Immune Regulation in Autoimmune disease
1005031	proteinase regulation, extracellular matrix proteolysis, adhesion molecules, ovarian cancer, oral squamous cell carcinoma, matrix metalloproteinases, plasminogen activators
1005100	Research in the Longnecker laboratory focuses on herpes simplex virus (HSV) and Epstein-Barr virus (EBV).  These viruses typically cause self-limiting disease within the human population but both can be associated with serious complications. EBV is associated with variety of hematopoietic cancers such as African Burkitt's lymphoma, Hodgkin's and adult T-cell leukemia.  EBV-associated lymphoproliferative disease occurs in individuals with congenital or acquired cellular immune deficiencies.  The two notable epithelial diseases associated with EBV infection are nasopharyngeal cancer and oral hairy leukoplakia.  Similar to EBV, HSV latent infections are very common in humans.  HSV typically does not cause severe disease but is associated with localized mucocutaneous lesions, but in some cases can cause meningitis and encephalitis. The Longnecker laboratory focuses on several aspects of EBV and HSV replication and pathogenesis.  First, the molecular basis EBV transformation and how it relates to cancer is being investigated. The laboratory is currently screening selective inhibitors that may be beneficial in EBV-associated cancers such as Hodgkin's lymphoma and proliferative disorders that occur in HIV/AIDS and transplant patients.  Second, the laboratory is investigating herpesvirus latency in human host.  In this regard, the laboratory is developing animal models for EBV latent infections. Finally, the laboratory is investigating the function of herpesvirus encoded proteins that are important in for infection and the interactions required with cellular receptors required for pathogenesis. Ultimately, studies by the Longnecker may provide insight for the development of novel therapeutics for the treatment of herpesvirus infections in humans and better understanding of the herpesvirus life cycle in the human host.
1005132	depression, psychiatry, affective disorders, treatment, experimental models, circadian rhythms
1005141	Clinical expertise: pain management. Populations include Complex Regional Pain Syndrome (also known as RSD), Fibromyalgia, neuropathic pain, pain in older patients, pain in rehabilitation diagnoses, Myofascial Pain Syndrome and headache.<br/>Research: primarily focused on the study of Post Amputation Pain, Spinal Cord Injury pain, Complex Regional Pain Syndromes, musculoskeletal pain, neuropathic pain, osteoarthritis and headaches. The Center for Pain Studies under his direction conducts pharmacological trials, outcomes development and validation and Model validation.
1005197	CLINICAL INTERESTS: Neuropsychological evaluation of adults including effects of subtance use and ADHD. Psychological evaluation of adults including psychotic, mood, and anxiety disorders.
1005219	Organization, financing of health care, health law, child health
1005227	Vestibular, Oculomotor, Vision, Otoliths, Neurophysiology, Neuroanatomy, Behavior, Electromyography
1005231	Gastrointestinal Disease and Surgery; Gallbladder Disorders, Hernia, Minimally Invasive Techniques, Skin Lesions
1005232	My current research interests include the administration of Substance P to improve allergen immunotherapy, the role of staphylococcal enterotoxins in the immunopathogenesis of chronic rhinosinusitis, TLR signaling in food allergy, and health disparities in asthma outcomes.<br/>Other research interests on which I have previously published include allergen immunotherapy, drug hypersensitvity, hypersensitivity pneumonitis, occupational asthma, and asthma in the disadvantaged elderly.
1005232	modification of allergen immunotherapy; immunopathogenesis of allergic diseases including asthma, rhinosinusitis & drug hypersensitivity; asthma disparities; asthma in the elderly; asthma & obesity
1005233	Full time Associate Director of the Integrated Graduate Program in the Life Sciences, the umbrella PhD program for the Feinberg School of Medicine at Northwestern University.
1005250	Regulation of gene expression, especially functions and mechanisms of cis-acting elements; role of histone modifications in transcriptional regulation; functions of transcription factors; interactions between cis-acting elements, transcription factors and epigenetic changes
1005265	Our research aims to elucidate the mechanisms by which chronic activation of glia in the brain, especially astrocytes and microglia, leads to damage of the neurons and progressive neurodegeneration in diseases like Alzheimer's disease. The overall goal is to utilize knowledge of potentially 'druggable' pathways to develop new therapeutics. The normal role of the glia is to cooperate with the neurons to keep the brain operating smoothly. When an injury or change in the brain occurs, the glia mount an inflammation response to fight off the insult and restore the brain to its proper functioning. But in neurodegenerative diseases, the glia are over-activated, producing a state called neuroinflammation. Neuroinflammation can lead to nerve cell dysfunction or death, which is manifest as dementia. Although neuroinflammation appears to play a pivotal role in the development and progression of neurodegeneration, the molecular mechanisms underlying the process and approaches to downregulate the neuroinflammation have received little attention.
1005304	The elucidation of eukaryotic signal transduction pathways, the study of signal transduction pathway perturbation in disease or injury, and the utilization of this knowledgebase for rational drug discovery and development.
1005318	herpesviruses, viral entry, cell fusion
1005327	Treatment of arrhythmias in patients with repaired congenital heart disease, including adults. Surgical therapy of arrhythmias. Evaluation of autonomic dysfunction disorders in adolescents. Evaluation of patients with a family history of sudden cardiac death. Long QT syndrome.
1005411	Epidemiology of HIV infection<br/>Treatment of HIV infection
1005415	Sports Medicine
1005437	Clinical Interest: <br/>Kawasaki Disease, Pediatric Infections, Infective Endocarditis, Rheumatic Fever, Group A Strep Infections, History of Medicine<br/>Research Interest:<br/>Dr. Shulman?s research interest focuses on the epidemiology and antibiotic resistance of Group A streptococci and streptococcal and post-streptococcal illnesses. He is also involved in several aspects of Kawasaki Disease, including studies relating to the etiology, pathogenesis, and treatment of this disease. As chairman of the Infection Prevention and Control Committee, his interests also involve the areas of hospital and community epidemiology of pediatric infectious diseases and nosocomial infections. He is also interested in the history of medicine, particularly as relates to pediatrics and infectious diseases.
1005472	Abnormal PAP smears, Gynecologic surgery, Pelvic relaxation
1005483	Adolescent gynecology, General obstetrics and gynecology, Pediatric gynecology
1005622	Addictions psychiatry, Forensic psychiatry
1005723	Critical care medicine, Phrenic nerve pacers
1005724	Primary Care, Clinical Director, Resident and Medical Student Education
1005807	Primary current concentration is in pediatric cardiology and echocardiography of congenital heart disease.  Interests also include telemedicine, outcomes research, epidemiology of congenital heart disease and medical education.
1005814	Diagnostic immunology, Renal pathology, Urologic cancers
1005815	Asthma, COPD
1005849	papillomaviruses, cervical cancer, epithelila cells, diffrentiation
1005925	Cataract surgery, Comprehensive ophthalmology
1005930	Gastrointestinal cancers, Breast cancer, Lung/thoracic oncology, Gynecologic Oncology, Stereotactic Body Radiotherapy (SBRT), Sarcomas
1005937	Surgical Pathology
1005994	Breast pathology, General surgical pathology
1006032	Bench: Gangliosides, keratinocytes, signaling; Clinical: Genetics, immune skin, atopic dermatitis
1006034	Stroke, Arm Dysfunction following stroke, Electrical Stimulation, Fitness following Stroke
1006055	1.  Clinical interests: <br/>? interstitial lung disease<br/>? copd / asthma<br/>? dyspnea<br/>? drug-induced lung disease
2.  Research interests<br/>? Mechanism of alveolar epithelial cell injury: role of iron-derived free radicals, the mitochondria, p53 and DNA damage<br/>? Asbestos and airborne particulate matter
1006058	Dr. Greenland's research, teaching and clinical interests focus on the prevention of cardiovascular diseases. He has authored or co-authored over 250 research papers, book chapters, and monographs on topics related to heart disease prevention, heart disease in women, and other aspects of heart disease. Dr. Greenland's current research involves heart diseases in women, risk factors for cardiovascular disease, peripheral vascular disease epidemiology, prediction of CVD, and nutritional aspects of high blood pressure. <br/>Dr. Greenland was also Principal Investigator (PI) for several NIH-funded training programs including the Northwestern University Mentored Clinical Scholars Program (K12), and the Post-doctoral Training Program (T32) in Cardiovascular Disease Epidemiology and Prevention. He is currently PI for Northwestern's CTSA program.
1006058	My research, teaching and clinical interests all focus on the prevention of cardiovascular diseases. My current collaborative research focuses on women's health, heart diseases in women, risk factors for cardiovascular disease, peripheral vascular disease epidemiology, and nutritional aspects of high blood pressure. <br/>I am Principal Investigator for the NIH-funded 'CV and non-CV Risks in Four Cohorts.'I am also Principal Investigator of several NIH-funded training programs including the Clinical Research Curriculum Award (K-30), the Mentored Clinical Scholars Program (K-12), and the Post-doctoral Training Program (T32) in Cardiovascular Disease Epidemiology and Prevention.
1006210	the role of nutrition in prevention and public health
1006247	Clinical Neurology with an emphasis on peripheral nerve disorders.
1006275	Blood banking, Transfusion medicine<BR><BR><br/>We have published works in a broad range of areas in blood banking and immunohematology, with focus on the challenging transfusion problems of organ transplantation, and in particular, liver transplants. Our transfusion service has a strong emphasis on the quality improvement of laboratory testing and clinical support. We have implemented innovative systems for monitoring blood component usage, managing blood component recalls, and preventing ABO errors in organ transplants. Recently we were the first hospital in the US to install a newly approved system for full automation of pretransfusion testing. Through various committees in recent years, we have contributed to national forums for blood banking policies, accreditation, and disaster planning.
1006301	Chronic pain syndromes, Stereotactic radiosurgery, Tumors of the brain and spine
1006308	My primary research interest involves understanding the mechanisms by which extracellular matrix influences the behavior of keratinocytes and lung cells.
1006346	Inflammatory arthritis, General rheumatology, Regional musculoskeletal disorders
1006385	Dr. Zelko has conducted research on neurocognitive functioning with a number of pediatric populations including epilepsy, lupus, kidney disease, liver disease, and spina bifida, and has a number of publications and scientific presentations.  He is presently participating in multi-site studies of the cognitive sequalue of sickle cell disease, pediatric lupus, childhood absence epilepsy, chronic kidney disease, liver transplant, peditric cancer, and phenylketonuria.  His primary focus at present is upon pediatric epilepsy, with a particular emphasis upon attention and executive skills deficits. 
1006470	Dr. Ford-Paz is the Coordinating Psychologist of the Mood & Anxiety Program at Children's Memorial Hospital and provides evidence-based evaluation and individual, family, and group cognitive behavioral therapy in Spanish and English for a variety of anxiety and depressive disorders.  Dr. Ford-Paz also has clinical and research interests in the reduction of mental health disparities for Latino youth and families. More specifically, she is interested in the cultural adaptation of evidence-based treatment to improve treatment retention and outcomes for Latino youth. Currently, she is involved in community-based participatory research with 3 agency partners: Healthcare Alternative Systems, Alternatives, Inc., and Alivio Medical Center to target the prevention of depression in Latino youth.
1006495	I am interested in the development of teaching resources for undergraduate medical education.  I have authored an embryology book and co-authored an imaging book, created two websites for imaging and radiologic anatomy, a website of electron micrographs, and converted the M1 histology laboratories from the use of microscopes to the study of digital slides.
1006593	Abdominal wall reconstruction, hernia repair, breast reconstruction, hand surgery, treatment of hand ischemia, peripheral nerve surgery, surgery for amputees, reconstructive microsurgery
1006601	Quantitative MR strategies for deriving measurements of neurological status in vivo.  Risk factors and Biomarkers of neurological progression in HIV infection and in CNS disorders.  Quantitative imaging measurements of the bone marrow and relationship to brain injury/cognitive decline.  Cytokines/Chemokines, particularly MCP-1, and relevance to neurological status.
1006641	I am a member of a group of investigators under the leadership of Leema Sharma, MD and funded by the National Institutes of Health to study mechanical influences on the progression of knee osteoarthritis. 
1006773	1. Severe Asthma-We are investigating the associated conditions and immunologic mechanisms of excessive loss of lung function in patients wtih 'irreversible asthma'-a condition first described here. 
2. Drug Allergy-We are continuing our series of penicillin testing and protocol development for patients allergic to newer agents including immunomodulatory therapies. 
3. Allergic Bronchopulmonary Aspergillosis-Our series of patients is over 25; we are testing the notion that impaired responses by the innate immune defenses allow for Aspergillus fumigatus to escape containment and grow in the bronchial mucus. We continue to explore the utility of recombinant Aspergillus fumigatus allergens for diagnostic testing.
4. Reduction in allergic antibody in human allergic subjects- we are testing the notion that the combination of the neuropeptide, Substance P with low dose allergen administration can decrease the immediate cutaneous and clinical reactivity. The initial results of 8 allergic rhinitis subjects have been published. There is an active IND with the FDA, and we are enrolling more subjects for the controlled study and investigation into the mechanisms involved. 
1006773	Allergic bronchopulmonary aspergillosis, Anaphylaxis, Drug allergy, Severe asthma, Urticaria. Suppression of allergic antibodies in human subjects.
1006778	Addictions psychiatry, General adult psychiatry, Mood Disorders, Psychopharmacology
1006781	Family and Cosmetic Dentistry including veneers, crowns, implants, dentures, root canal, TMJ disorders, periodontal (gum) diseases, dentistry with sedation, sleep apnea , upper airway resistance syndrome, snoring
1006815	The three fundamental goals of my research are the following: 1) To understand the nature of the brain's own signals -- the 'language' in which movement commands are expressed by neurons in the central nervous system. 2) To understand the mechanisms by which these signals are produced -- the nature of the connections among networks of neurons, and the transformations that occur in the signals as they propagate throughout these networks. 3) To develop applications of these basic principles that could be of therapeutic value to human patients. Much of this work is done in collaboration with students and faculty from the Biomedical Engineering Department and the Interdepartmental Neuroscience Program (NUIN).
1006832	Injury epidemiology, injury prevention
1006854	Patientsafety/medical error, Iatrogenesis
1006854	Research Interests include funding and delivery of health care and health disparities.
1006865	Neurobiology of the mammalian spinal cord
1006981	Dr. Schaeffer's clinical and research interests involve urinary tract infections, prostatitis, and chronic pelvic pain syndrome.
1007010	I practice primary care sports medicine, a newer field geared towards the non-surgical management of muskuloskeletal complaints.  Currently a team physician for the Chicago Bears (NFL) and US Soccer Men's National Team.
1007084	ARDS, Sepsis, Cystic fibrosis, mechanisms of fibrosis in lung disease.
1007084	Director of Adult Cystic Fibrosis Services
1007103	Prevention, detection and treatment of child maltreatment with a special interest in clinical decision making in the office setting.  I am also interested in the influence of childhood adversities on child health.
1007168	Dr. Pachman's translational team studies juvenile dermatomyositis (JDM), an often chronic pediatric systemic vasculopathy associated with skin inflammation and proximal muscle weakness of unknown etiology. Her laboratory has identified genetic and environmental factors that play a role in the onset of symptoms and govern outcome. The TNF-a-308 promoter A polymorphism is associated with prolonged disease course. Increased production of TNF-a protein is associated with the A allele throughout disease course, in contrast to serum levels of IFN-a activity, elevated early in the disease. Gene expression micro array studies of untreated children's diagnostic muscle biopsies identified massive dysregulation of IFN-a induced genes in JDM, similar to anti-viral immune model, which also shared features of the IFN-a signature characteristic of systemic lupus erythematosus (SLE). Epigenetic and miRNA studies of diagnostic muscle biopsies indicate critical differences associated with disease duration. Dr. Pachman?s search for clinically useful biomarkers of immune activation has identified CD3- natural killer cells and von Willebrand factor antigen, released from damaged endothelial cells.  With chronic inflammation, progressive endothelial damage is reflected by loss of nailfold capillary end row loops (they developed a quantitative system of analysis)associated with lack of absorption of oral prednisone.  In addition, her lab maintains a patient-derived sample repository of diagnostic muscle and skin biopsies, sequential sera, peripheral blood lymphocytes, lymphocyte culture supernatant fluid, and dystrophic calcifications samples keyed to a sequential database and an analytical database software and bio-informatics system. <br/>In summary, this intensive research effort broadens the clinical, genetic and immunological characterization of the child with JDM, which is a critical aid in guiding current therapy and may lead to novel targeted interventions.
1007180	Psychotherapy, Psychoanalysis
1007188	General urology, Prostate cancer, Urologic oncology
1007298	Regional Anesthesia in Children<br/>Pain Management in Children
1007337	breast, cancer, tumorigenesis, estrogen, receptor, coactivator, transcription, regulation, knockout, transgenic<br/><BR><BR><br/>To understand the role of nuclear receptor coactivators in regulation of cell specific gene transcriptional activation by estrogen receptor, and how the interruption to this regulation contributes to breast tumorigenesis.
1007375	Addictions psychiatry, Chemical dependence
1007378	Martin McCarthy is a health psychologist and a health services researcher with two main interests -- the use of behavioral and information technologies in health promotion and the assessment of patient-level outcomes of medical care. Dr. McCarthy holds an AB degree in History from Georgetown University, an MA in Experimental Psychology from Columbia University, a PhD in Community Psychology from New York University, and he completed a Post-Doctoral Fellowship in Health Psychology at Northwestern's Feinberg School of Medicine. He is a trained psychotherapist and is licensed to practice as a clinical psychologist in New York State and in Illinois. Previous academic appointments were at the Center for Health Services and Policy Research at Northwestern University, the Center for Geriatrics and Gerontology in the School of Public Health at Columbia University, and the Milhauser Laboratories at New York University Medical Center. Internet-based multimedia interventions have been developed for use in health plans, clinics, school systems, and patients' homes. Projects have focused on reducing children?s experimentation with tobacco products, preventing sexually transmitted diseases in adolescents, promoting skin cancer control in a range of age groups, improving management of risk factors in diabetic patients, promoting the early detection of breast cancer in older women, teaching multimodal pain management to patients with acute and chronic back injuries, and preventing and managing depression in patients with comorbid health problems. Health services research projects focus on the assessment of functional status, health-related quality of life, and psychosocial risk factors via Computerized Adaptive Testing. Previous studies have examined the impact of processes and structures of care on outcomes of cardiac surgery; outcomes of laparascopic and open surgical procedures; and behavioral risk factors in the epidemiology of cardiovascular disease.
1007424	Doctor Spatafora is Assistant Professor of Clinical Psychiatry at Northwestern University Feinberg School of Medicine, and he supervises psychiatry resident trainees at Northwestern Memorial Hospital. He maintains a private psychiatric practice, seeing individuals both for psychotherapy and pharmacotherapy. His sub-specialty training is in Addiction Medicine, and he serves as the Medical Director of the National Football League Program for Substances of Abuse. In his clinical approach, he strives to understand individual patients based both upon science-based knowledge and upon the evidence that emerges within the care of the specific individual.
1007443	Clinical research involving tuberculosis and other HIV-related infections. 
1007508	Abnormal gynecological bleeding, Fibroids, Vaginitis
1007928	Dr. Kaplan specializes in pediatric urology, pediatric neurourology and urodynamics, and pediatric genitourinary reconstruction.
1007950	Medical care of the patient with diabetes, Medical care of the patient with hypertension, Primary care internal medicine
1007979	I maintain an active practice focusing primarily on Cornea and External Eye Disease.  I have a high volume of cornea transplantation patients and am amongst the first in the nation to perform modern endothelial keratoplasty surgery.  I also continue to explore areas of corneal stem cell transplantation and traditional corneal transplantation, infectious disease, and oncology of the ocular surface.
1007992	Erectile dysfunction (ED) is a significant medical condition and current treatment options are ineffective in diabetic patients and in prostate cancer patients treated by prostatectomy.  Sonic hedgehog (SHH) is an essential regulator of penile smooth muscle, cavernous nerve (CN) integrity and CN regeneration that has significant potential to be developed as a treatment to prevent ED by regenerating the CN and by suppressing penile apoptosis.  In our laboratory we examine fundamental mechanisms that underlie cavernous nerve regulation of penile morphology during development, how these mechanisms become altered with peripheral neuropathy of the cavernous nerve in diabetic rats and how manipulation of SHH signaling can be used to speed cavernous nerve repair in diabetic models. 
1008044	Dentin phosphophoryn (DPP), the major noncollagenous protein of tooth dentin matrix is synthesized as dentin sialophosphoprotein (DSPP) by the mesenchyme-derived odontoblasts. We have found a spatio-temporal expression during mouse embryonic development in cells of epithelial origin. At day-13 of embryonic gestation, DPP was localized to the enamel organ at  the developing tooth cap stage, with heaviest immuno-histochemical staining at the oral ectoderm but was also prominent in the inner enamel epithelium. Interestingly, at the same embryonic stage, DPP was also expressed in the ureteric bud branches of the metanephric kidney and in the alveolar epithelial buds of the developing lung. No expression was seen in the mesenchymal component of either organ. Interestingly inclusion of anti-DPP antibodies in E-13 organ cultures of kidneys harvested from wild type mice, altered ureteric bud morphogenesis and caused looseness of the metanephric mesenchyme. These findings suggest that besides its role in mineralization of the dentin, DPP modulates epithelial-mesenchymal interactions in meristic tissues during embryonic development.<br/>Another focus in our laboratory has been studies directed towards understanding the mechanism of mineralization in vertebrate tissues such as bone and tooth and in sea urchin tooth in invertebrates and the role of extracellular constituents of connective tissue in this complex process.  The acidic protein constituent part of extracellular matrix has been implicated in mineral deposition but the precise series of molecular reaction mechanism remains undefined. In invertebrate systems, where the mineral part is calcite or aragonite the mechanisms of molecular calcification remains even much less understood compared to vertebrates where mineral deposition is chiefly calcium hydroxyapatite. We are studying whether it is the nature of the protein or environment that determines whether we get Calcium Carbonate  or Calcium Phosphate crystals
1008164	Breast cancer clinical/translational trials investigating novel chemotherapeutic agents , endocrine therapy and targeted therapy.  These trials are conducted in the advanced and early stage disease setting
1008164	Breast cancer, Sarcoma
1008165	Anxiety disorders, Medical education
1008334	Pediatrics, obesity, practice-based research
1008360	blood coagulation, thrombolysis, cataract, neurodegenerative disease, celiac disease, transglutaminases, cell aging, proteolytic enzymes, apoptosis, terminal differentiation
1008377	As a practicing pediatrician, I spend a great deal of my time educating children and their families about good nutrition and weight management.
1008387	My research and public policy interests include health informatics standards, security, and adoption; public health emergency preparedness and response, communicable disease epidemiology, and public health informatics.
1008443	I am interested in pediatric emergency medicine.  My interests included, medical liability, disaster planning and appendicitis.
1008614	Primary research and clinical interest in female infertility including the impact of infertility on mood and functioning.  Also, psychological aspects of ooycte donation.
1008667	Adult congenital heart disease, Heart disease and pregnancy, Women's cardiovascular health
1008692	General infectious disease, HIV infection
1008881	Diabetes complications of the eye, PDT laser treatment, Vitreo-retinal diseases
1008921	Primary care internal medicine, Women's healthcare, intimate partner violence
1008963	Neurologic communication disorders, aphasia, traumatic brain injury, right hemisphere stroke, discourse, neglect
1008970	The major cause of mortality from prostate cancer is metastatic disease for which there is currently no effective cure.  For reasons that remain incompletely understood, bone is the most common site for prostate cancer metastasis.  Reciprocal signaling between invading prostate cancer cells and host bone stromal cells is central to metastatic tumor development.  Understanding these cell-cell interactions will lead to effective diagnostic and therapeutic strategies to prevent/arrest metastatic spread of prostate carcinoma. My current research stems from the hypothesis that prostate cancer cells and bone cells interact via the hedgehog signaling pathway to promote bone metastasis.  Sonic hedgehog (Shh) is a member of the hedgehog family of ligands that activate an intracellular signaling cascade upon binding to transmembrane receptors (Patched) leading to transcriptional regulation of specific target genes by the Gli family of transcription factors.  Our previous work has demonstrated that Shh-expressing epithelial cells and Gli-expressing mesenchymal cells in embryonic mouse prostate interact via the Shh-Gli pathway to promote cell proliferation and ductal morphogenesis.  We have also shown that the genes for Shh and Gli are expressed in human prostate cancer, and that Shh-expressing prostate cancer cells and Gli-expressing stroma collaborate to promote prostate tumor growth in a mouse xenograft model.  Our present research extends these observations and investigates signaling interactions via the Shh-Gli pathway between prostate cancer cells and bone cells to promote prostate carcinoma metastasis, using both in vitro and in vivo models.
1008991	Cutaneous T-cell lymphoma, Dermatopathology, Skin cancer prevention and detection
1009039	cancer, aging, senescence, stress resistance, cell death, life span, aging associated diseases.
1009098	My clinical interests are in long- and short-term, psychodynamically informed psychotherapy with both high-functioning and severely mentally ill adult outpatients, marital/couples therapy and clinical supervision.  My research interests include psychoanalytic theory, gender theory, fantasy, creativity, psychodynamically-informed developmental theory, the relationships between clinical work, psychological theory, and the arts and humanities, psychoanalysis and culture theory, and psychoanalytic politics.
1009110	Investigations of nerve cell behavior in vivo and in vitro; live cell imaging; phototoxicity
1009129	Rheumatoid arthritis
1009168	aging, age-related memory loss, synapses, synapse number, synapse structure
1009325	Cosmetic, Reconstructive breast surgery, Reconstructive surgery
1009340	I am interested in how robotic interactions can be used to improve reaching performance. My methods involve dynamic modeling, optimization, robotics, and adaptive control. Applications include rehabilitation of brain injured individuals. 
1009343	Antimicrobial resistance, Infection of the immunocompromised host, Nosocomial infections
1009343	My research interests have focused primarily on the epidemiology of healthcare associated infections and antimicrobial resistance.  Specifically, this includes investigations into the epidemiology, transmission and management of vancomycin resistant enterococci as well as other multidrug resistant bacteria.  More recently, my focus has expanded to include research into patient safety.  This includes understanding the epidemiology of medication errors and other adverse events associated with hospitalization.
1009346	My main clinical and research interests involve radionuclide imaging and therapy, including but not limited to general Nuclear Medicine imaging and therapy, positron emission tomography (PET) and PET-CT imaging, molecular imaging and Nuclear Cardiology.
1009347	I am Chairman of Panel C of the Institutional Review Board at Northwestern, and CoChair of the combined Northwestern/University of Illnois VA IRB.<br/>I have a private practice with and emphais on Adult Attention Deficit Disorder and Mens Health.
1009475	Bone Health and Osteoporosis<br/>Clinical densitometry
1009475	Dementia, Osteoporosis
1009528	I have a particular interest in anesthesia for ENT surgery and resident education.
1009562	Epidemiologic characteristics and health service needs of special populations, HIV/AIDS risk behaviors, and mental health service utilization
1009564	Chronic mental illness, General adult psychiatry, Schizophrenia
1009628	I am especially interested in anxiety disorders and their link to other health concerns, including cardiovascular risks, autoimmune diseases, and obesity.  I am also interested in an integrated approach to psychiatric problems that encompasses more in depth integration of biopsychosocial aspects.  Finally, I am especially interested in communicating effectively complex ideas related to my profession to medical/professional colleagues in related or other diverse fields and the public at large.  My published essays reflect my ability to reach a diverse audience.
