APPOINT_FLAG	CENTER_FLAG	DEPT_ID	DIVISION_ID	DV_ABBR	DV_CAMPUS_ID	DV_LOCATION_ID	DV_NAME	DV_PHONE	DV_ROOM_NUMBER	DV_TYPE	DV_URL	LABEL_NAME	PICTURE_DIR	SAU_ID	SEARCH_NAME	WEB_ID
0	1	431100	431110	CMIDD	2	221	Center for Molecular Innovation and Drug Discovery	847/467-2629	Third Floor		http://www.cmidd.northwestern.edu/	Molecular Innovation and Drug Discovery			Center for Molecular Innovation and Drug Discovery	10
0	1	431200	431210	CBITs	1	130	Center for Behavioral Intervention Technologies (CBITs)	312/503-5387 	1220		http://cbits.northwestern.edu	CBITs			Center for Behavioral Intervention Technologies (CBITs)	12
0	1	431300	431310	STIL	1	116	Simulation Technology and Immersive Learning Center (STIL)	312/503-7700	18-142		http://cem.northwestern.edu/simulation/simulation-technology-and-immersive-learning-stil	STIL	Simulation Technology and Immersive Learning Center (STIL)			11
0	1	431400	431410	CCNE			Center for Cancer Nanotechnology Excellence (CCNE) 	847/467-5335			http://www.nu-ccne.org/	CCNE			Center for Cancer Nanotechnology Excellence (CCNE) 	13
1	0	502000	502010	Medical Education	1	116	Medical Education	312/503-0573	1-003	Clinical	http://www.feinberg.northwestern.edu/education	Medical Education	ome		Medical Education	62645
1	0	503000	503010	Med Humanities Bioethics	1	101	Medical Humanities and Bioethics	312/503-7962	625	Clinical	http://bioethics.northwestern.edu/	Medical Humanities and Bioethics			Bioethics and humanities	62646
1	0	504000	504010	Administration	1	108	Administration	312/503-8194	4-641	Clinical	http://www.feinberg.northwestern.edu/directory/admin.html	Medical Administration			Administration	62647
0	0	601000	601010	Dental School			Dental School			School		Dental School			Dental School	62656
1	0	602000	602010	Kellogg	2	211	Kellogg School of Management			School		Kellogg School of Management			Kellogg School of Management	62657
1	0	603000	603010	Law School	1	112	School of Law			School		School of Law			School of Law	62659
1	0	604000	604010	Medill	2	218	Medill School of Journalism			School	http://www.medill.northwestern.edu/	Medill School of Journalism	medill		Medill School of Journalism	62660
1	0	605000	605010	MEAS	2	206	McCormick School of Engineering			School	http://www.mccormick.northwestern.edu/	McCormick School of Engineering	meas		McCormick School of Engineering	62661
1	0	606000	606010	SESP			School of Education and Social Policy			School		School of Education and Social Policy			School of Education and Social Policy	62662
1	0	607000	607010	Communication	2	202	School of Communication			School	http://www.communication.northwestern.edu/	School of Communication			School of Communication	62663
1	0	608000	608010	WCAS	2	217	Weinberg College of Arts and Sciences			School		Weinberg College of Arts and Sciences	wcas		Weinberg College of Arts and Sciences	62664
1	0	609000	609010	SCS			School of Continuing Studies			School		School of Continuing Studies			School of Continuing Studies	62665
1	0	610000	610010	Provost's Office	2	207	Provost's Office		2154	School		Provost's Office			Provost's Office	62666
0	0	611000	611010	CAS-Anthropology			CAS-Anthropology			School		CAS-Anthropology			CAS-Anthropology	62649
1	1	612000	612010	IPR	2	220	Institute for Policy Research	847/491-3395		School	http://www.northwestern.edu/ipr/	Institute for Policy Research			Institute for Policy Research	62726
1	1	613000	613010	CLP	2	221	Chemistry of Life Processes Institute	847/467-2587		School	http://www.clp.northwestern.edu/	Chemistry of Life Processes Institute			Chemistry of Life Processes Institute	0
0	1	614000	614010	Hugh Knowles Center	2		Hugh Knowles Center for Clinical and Basic Science in Hearing and Its Disorders				http://www.communication.northwestern.edu/departments/csd/research/hugh_knowles_center/	Hugh Knowles Center			Hugh Knowles Center	8
0	1	616000	616010	Ctr Translational Imaging	1		Center for Translational Imaging				http://www.cti.northwestern.edu/	Center for Translational Imaging			Center for Translational Imaging	2
0	1	617000	617010	NICO	2		Northwestern Institute on Complex Systems				http://www.northwestern.edu/nico/	NICO			NICO	7
0	1	618000	618010	NU-SDRC	1		Northwestern University Skin Disease Research Center (SDRC) 				http://skinresearch.northwestern.edu/index.html	NU-SDRC			NU-SDRC	14
0	1	619000	619010	CCM	1		Center for Comparative Medicine (CCM)				http://www.research.northwestern.edu/ccm/	CCM			CCM	15
0	1	620000	620010	BCC	1		Biostatistics Collaboration Center (BCC)				http://www.feinberg.northwestern.edu/sites/bcc/	BCC			BCC	27
0	1	621000	621010	Rare Neuro Diseases Ctr	1		Center for Rare Neurological Diseases (CRND)	312/503-3936				Center for Rare Neurological Diseases 			Center for Rare Neurological Diseases  (CRND)	28
0	1	622000	622010	Skin Disease Research Ctr	1	113	Skin Disease Research Center	312-503-4192	4-750		http://skinresearch.northwestern.edu/	Skin Disease Research Center			Skin Disease Research Center	29
0	1	623000	623010	Parkinson's Disease Ctr	1		Parkinson's Disease and Movement Disorders Center				http://www.parkinsons.northwestern.edu/	Parkinson's Disease Center			Parkinson's Disease and Movement Disorders Center	30
0	1	625000	625010	Northwestern Scleroderma	1	104	Northwestern Scleroderma	312-503-1137	14-100		http://scleroderma.northwestern.edu/	Northwestern Scleroderma			Northwestern Scleroderma	32
