EMPLOYEE_ID	INTEREST
1009168	Cell Biology
1009168	Cell Imaging
1009168	Neurobiology
1009168	Signal Transduction
1009325	Cosmetic Procedures and Surgery
1009330	Aging
1009330	Biostatistics
1009330	Cardiovascular Diseases
1009330	Epidemiology
1009330	Health Disparities
1009330	Medical Informatics
1009330	Peripheral Vascular Disease
1009340	Bioengineering                                        
1009340	Computational Neuroscience
1009340	Movement Control
1009340	Rehabilitation/Therapy
1009340	Telemedicine
1009343	Antimicrobial resistance
1009343	Epidemiology of healthcare-associated infections
1009343	Patient safety
1009346	Cancer: Thyroid
1009346	Cardiovascular Imaging
1009346	Oncology
1009346	Osteoporosis
1009346	Radiology
1009347	Attention deficit/hyperactivity disorder(ADHD)
1009347	Depression
1009347	Medical Education
1009347	Men's Reproductive Health
1009347	Psychiatry
1009347	Psychological issues of patients dealing with medical illness
1009347	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1009347	Wellness, Fitness
1009379	Depression
1009379	Personality Disorders
1009379	Psychology
1009379	Trauma
1009475	Bisphosphonates and Osteonecrosis of the jaw
1009475	Gait and balance disorders
1009475	Health Services Research
1009475	Non malignant skeletal complications of cancer care: fractures and Osteonecrosis
1009475	Osteoporosis
1009475	Pharmacovigilance
1009475	Secondary factors for bone loss in hip fractures
1009475	Vitamin D
1009475	osteoporosis
1009528	Anesthesiology
1009528	Education
1009562	Drug Abuse
1009562	HIV Infection
1009562	Mental Health
1009562	Public Health
1009628	Autoimmune Diseases
1009628	Cardiovascular Diseases
1009628	Delirium
1009628	Depression
1009628	Medical Education
1009628	Obesity
1009628	Preventive Medicine
1009628	Women's Health
1009779	RA, Apoptosis, macrophage biolog and signal transduction
1009779	Apoptosis
1009779	Arthritis
1009779	Cytokines
1009779	Gene Regulation
1009779	Signal Transduction
1009786	Child and Adolescent psychiatry
1009786	Depression
1009786	Developmental-Behavioral Pediatrics
1009786	Maternal-Child Health
1009786	Mental Health
1009786	Psychiatry
1009786	Psychoanalysis
1009999	Cleft Lip and Palate
1009999	Congenital malformations
1009999	Hand Surgery
1009999	Plastic Surgery and Reconstructive Surgery
1010008	Geriatrics
1010008	Health Services Research
1010008	Spinal Cord Injury
1010177	Cancer: Blood (leukemia, lymphomas)
1010177	Gene Regulation
1010177	Genomics
1010177	Molecular Genetics
1010207	Prosthetics/Orthotics
1010213	Ophthalmology
1010235	Behavioral Medicine
1010235	Energy balance
1010235	Fiber and lipids
1010235	Nutrition and Cardiovascular epidemiology
1010235	Nutritional and Metabolic Diseases
1010235	Pediatric Nutrition
1010235	Preventive Medicine
1010235	Weight management and obesity
1010239	Cardiovascular Imaging
1010239	Congenital Heart Disease
1010239	Medical Anthropology
1010239	Pediatric Cardiology
1010249	Anxiety Disorders
1010249	Couples therapy
1010249	Depression
1010249	Medical Psychology
1010263	acute leukemia; stem cell transplantation
1010271	Bariatric Surgery
1010271	Behavioral Medicine
1010271	Health Communications
1010271	Mental Health
1010271	Pain Management
1010271	Primary Care
1010271	Weight Management
1010271	Wellness, Fitness
1010291	Cancer Biology
1010291	Pediatrics
1010302	Aging
1010302	Osteoarthritis
1010302	Physical activity
1010302	Public Health
1010367	Interventional Pulmonology
1010367	Lung cancer
1010477	Brain, Nervous System
1010477	Cell Imaging
1010477	Cytoskeleton
1010477	Developmental Neurobiology
1010477	Hearing
1010477	Microscopy
1010477	Neurobiology
1010477	Neuroscience 
1010479	Bioengineering                                        
1010479	Hearing
1010479	Otolaryngology
1010479	Physiology
1010571	Anesthesiology
1010571	Faculty Development
1010571	Transplantation
1010600	Bioengineering                                        
1010952	Pathology
1011026	Infectious Diseases
1011074	Psychology
1011077	Primary Care
1011077	Public Health
1011092	Cardiology
1011092	Cardiovascular Diseases
1011092	Cardiovascular Imaging
1011095	Atrial fibrillation
1011095	Mechanisms and non-pharmacologic/ablation therapy of complex arrhythmias
1011095	Ventricular tachycardia/fibrillation
1011128	Pathology
1011272	Arrhythmias
1011272	Bioengineering                                        
1011272	Bioinformatics 
1011272	Cardiology
1011272	Electrophysiology
1011272	Pacemakers
1011272	Sudden Cardiac Death
1011279	Cancer: Head and Neck
1011279	Dementia
1011279	Otolaryngology
1011314	Developmental-Behavioral Pediatrics
1011314	Graduate Medical Education
1011314	Health Services Research
1011314	Primary Care
1011314	Psychology
1011521	Faculty Development
1011521	Graduate Medical Education
1011521	Post-graduate Medical Education
1011521	Undergraduate Medical Education
1011552	Psychology
1011559	Atherosclerosis
1011559	Autoimmunity
1011559	Biochemistry: Lipids
1011559	Cardiovascular Diseases
1011559	Obesity
1011559	Pathology
1011559	Physiology
1011559	Vascular Biology
1011584	Cancer: Skin
1011587	Mental Health
1011587	Psychiatry
1011587	Women's Health, Women's Reproductive Health
1011618	Bacterial Pathogenesis
1011618	Bladder, Urinary Tract
1011618	Cellular Microbiology
1011618	Immunology
1011618	Infectious Diseases-bacteria
1011618	Inflammation
1011618	Neurobiology
1011618	Pain
1011750	Biologic Therapy
1011750	Cancer: Blood (leukemia, lymphomas)
1011750	Chronic Lymphocytic Leukemia
1011750	Hematology
1011750	Non-Hodgkin's Lymphoma
1011750	Oncology
1011815	Clinical Pharmacology
1011815	Clinical Trial Methodology
1011815	Dermatology
1011815	Drug Discovery
1011815	Drugs (clinical pharmacology)
1011815	Pharmacology
1011815	Pharmacovigilance
1011815	Quality of Life
1011821	Breast Cancer
1011821	Palliative Medicine
1011822	Anxiety Disorders
1011901	Bioengineering                                        
1011901	Brain, Nervous System
1011901	Movement Control
1011901	Neural Engineering
1011901	Neurology
1011901	Neuroscience 
1011901	Physiology
1011912	Cancer: Female Reproductive System (ovary, cervix, uterus)
1011912	Endocrinology
1011912	Infertility - Female
1011912	Infertility - Male
1011912	Oncology
1011912	Women's Health
1011912	Women's Health, Women's Reproductive Health
1012081	Arrhythmias
1012081	Cardiology
1012081	Cellular Electrophysiology
1012081	Electrophysiology
1012081	Heart Disease
1012081	Pathology
1012081	Structural Biology
1012081	Sudden Cardiac Death
1012104	Anesthesiology
1012104	Pediatrics
1012336	Gene Regulation
1012336	Immunology
1012336	Molecular Biology
1012336	Transplantation
1012336	Virology
1012450	Cell Adhesion Mechanisms
1012450	Cell Biology
1012450	Cutaneous Biology
1012450	Cytoskeleton
1012450	Lungs, Breathing Problems
1012547	Psychology
1012563	Apoptosis
1012563	Cancer Biology
1012563	Cancer: Blood (leukemia, lymphomas)
1012563	Radioimmunotherapy in Non-Hodgkins Lymphoma
1012563	Reactive Oxygen Species-Mediated Apoptosis in Hematologic Malignancies
1012598	Cancer: Colon and Rectal
1012598	Immune Regulation
1012598	Immunology
1012598	Inflammatory Bowel Disease
1012598	Inflammatory bowel disease therapy
1012598	PI3 kinase signaling in stem cells
1012598	Regulation of intestinal stem cells in colitis-induced cancer
1012598	Stem Cells
1012598	inflammation and stem cell activation
1012598	intestinal epithelial apoptosis
1012808	Urology
1012834	Anxiety Disorders
1012834	Brain, Nervous System
1012834	Community Medicine
1012834	Forensic Psychology/Psychiatry
1012834	History of Medicine
1012834	Mood Disorders
1012834	Psychiatry
1012834	Schizophrenia
1013067	Drug Discovery
1013067	Global Health
1013067	HIV Infection
1013067	HIV/AIDS; infrastructure development in resource-limited settings
1013067	Public Health
1013067	Virus Diseases
1013078	Behavioral Medicine
1013078	Preventive Medicine
1013078	Weight Management
1013105	Apoptosis
1013105	Cancer Biology
1013105	Drug Discovery
1013105	Endocrinology
1013105	Signal Transduction
1013138	Asthma
1013138	Food Allergy
1013310	Cancer: Digestive System (esophagus, stomach, colon, and rectum)
1013310	Cancer: Female Reproductive System (ovary, cervix, uterus)
1013310	Cancer: Kidney and Urinary Tract
1013310	Cancer: Liver
1013310	Cancer: Pancreas
1013310	Oncology
1013310	Radiology
1013310	Transplantation
1013382	chronic idiopathic urticaria and angioedema, idiopathic anaphylaxis, eosinophilic esophagitis
1013524	Delirium
1013524	Geriatrics
1013524	Psychiatry
1013524	Psychological issues of patients dealing with medical illness
1013524	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1013561	Prosthetics/Orthotics
1013622	Cancer: Blood (leukemia, lymphomas)
1013622	Cancer: Head and Neck
1013622	Cancer: Skin
1013622	Cancer: Thyroid
1013622	Radiation Oncology
1013766	Diabetes, Endocrine and Metabolism
1013766	Gestational Diabetes Mellitus
1013766	Lifelong Impact of Intrauterine Exposure to Maternal Diabetes
1013766	Pathogenesis & Prevention of Type 2 Diabetes
1013771	Lungs, Breathing Problems
1013771	Pediatrics
1013771	Pharmacology
1013771	Respiratory Diseases
1013783	Pregnancy, Childbirth (including high risk)
1013810	Back, Spine
1013810	Sports Injuries
1013825	Community Medicine
1013825	Health Literacy
1013825	Post-graduate Medical Education
1013835	Rehabilitation/Therapy
1013855	Cystic Fibrosis
1013855	Pediatrics
1014038	Dermatology
1014038	Pathology
1014076	Cosmetic Procedures and Surgery
1014076	Eyes
1014076	Graves Disease
1014076	Ophthalmology
1014079	evaluation of student written history & physicals
1014079	student oral case presentation skills
1014121	Pathology
1014287	diagnosis&treatment
1014300	Health Communications
1014300	Internal Medicine
1014300	Medical Education
1014300	Medical Informatics
1014300	Respiratory Diseases
1014338	Pediatrics
1014350	Neurosurgery
1014350	Spinal Column Tumors
1014350	Spinal Cord Injury
1014350	Spinal Cord Tumors
1014350	Sports Injuries
1014368	Bioengineering                                        
1014368	Bladder, Urinary Tract
1014368	Urology
1014483	Behavioral Medicine
1014483	Psychological issues of patients dealing with medical illness
1014483	Psychosomatic obstetrics and gynecology
1014483	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1014587	Cancer: Head and Neck
1014587	Cancer: Thyroid
1014587	Otolaryngology
1014587	Thyroid Nodules
1014614	Arthritis
1014614	Health Disparities
1014614	Health Policy
1014614	Health Policy, Patient Safety,  Quality of Care and Patient Outcomes, Social Determinants of Health, Health Disparities, Medical Informatics, Health Economics, Peripheral Vascular Disease, Arthritis
1014614	Health Services Research
1014614	Health economics
1014614	Healthcare Quality
1014614	Medical Informatics
1014614	Peripheral Vascular Disease
1014634	Cancer: Skin
1014634	Dermatology
1014634	Quality of Life
1014806	occupational immunologic lung disease
1014824	Pathology
1014856	Depression
1014856	Mood Disorders
1014856	Pharmacology
1014856	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1014857	Prostate Cancer
1014857	Sexual dysfunction
1014857	Urology
1014980	Gut immunology
1014980	Inflammation
1015007	Diabetes, Endocrine and Metabolism
1015007	Endocrine Genetics
1015007	Endocrinology
1015007	Functional characterization of pendrin
1015007	Genetic factors determining androgen levels
1015007	Internal Medicine
1015007	Ion Channels
1015007	Molecular Genetics
1015007	Molecular genetics of congenital hypothyroidism
1015036	Rehabilitation/Therapy
1015048	Alcohol, Alcoholism
1015048	Alzheimer's Drug
1015048	Anesthesiology
1015048	Cigarette smoking
1015048	Molecular Pharmacology
1015048	Patient Communications
1015048	Physiology
1015048	Toxicology
1015071	Delirium
1015071	Depression
1015071	Drugs (clinical pharmacology)
1015071	Geriatrics
1015071	Psychiatry
1015102	Dermatology
1015102	Quality of Life
1015205	Pathology
1015205	Pediatrics
1015262	Urology
1015324	Allergies
1015337	Apoptosis
1015337	Autoimmunity
1015337	Cancer Biology
1015337	Cell Biology
1015337	Immunology
1015337	Proteomics
1015340	Curriculum Design
1015340	Faculty Development
1015340	Surgery
1015340	Surgical Education
1015340	Technical Skills Acquisition
1015350	Cancer: Female Reproductive System (ovary, cervix, uterus)
1015350	Chemotherapy
1015350	Gestational Trophoblastic Disease
1015350	Surgery
1015379	Anesthesiology
1015379	Faculty Development
1015379	Obesity
1015379	Pain Management
1015379	Women's Health
1015450	Cardiovascular Imaging
1015450	Congenital Heart Disease
1015450	Pediatric Cardiology
1015450	Telemedicine
1015471	Interstitial lung disease and scleroderma
1015471	Pulmonary arterial hypertension/pulmonary hypertension
1015471	Raynaud phenomenon
1015471	Scleroderma
1015471	TGF-beta signaling and fibrosis
1015570	Antithrombotic therapy for atrial fibrillation
1015570	Antithrombotic therapy for coronary artery disease
1015570	Cardiology
1015570	Cardiovascular Diseases
1015570	Diagnostic techniques for acute/chronic myocardial ischemia
1015570	Evaluation of health care outcomes in cardiology
1015570	Lipid lowering therapy
1015615	Echocardiography
1015615	Valvular Heart Disease
1015615	Women's cardiovascular health
1015812	Psychology
1015829	Back, Spine
1015829	Infertility - Male
1015829	Rehabilitation/Therapy
1015829	Trauma
1016037	Cardiovascular Diseases
1016050	Psychiatry
1016062	Cancer Survivorship as a Distinct Phase of Care of the Post Treatment Cancer Survivor
1016062	Director of Preventive Health Initiatives ---ENH--Investigator, Women's Health Initiative Study, Cancer Survivorship Program ENH
1016221	Cancer: Blood (leukemia, lymphomas)
1016221	Obesity
1016221	Osteoporosis
1016221	Pediatrics
1016313	Cardiovascular Diseases
1016313	Education
1016313	Peripheral Vascular Disease
1016313	Quality Improvement
1016313	Research in medical education
1016313	clinical epidemiology/health services research
1016319	Anesthesiology
1016319	Simulation
1016392	Cancer: Breast
1016392	Cancer: Colon and Rectal
1016392	Cancer: Digestive System (esophagus, stomach, colon, and rectum)
1016392	Cancer: Female Reproductive System (ovary, cervix, uterus)
1016392	Cancer: Pancreas
1016392	Radiation Oncology
1016513	Delirium
1016513	Depression
1016513	Forensic Psychology/Psychiatry
1016513	Health Policy
1016513	Mental Health
1016513	Neurotoxicology
1016513	Psychiatry
1016513	Tobacco Control
1016521	Cancer: Breast
1016521	Digestive System (including gallbladder and liver)
1016521	Gallbladder Disease
1016521	Hernias
1016527	Cardiovascular Diseases
1016527	Lipid disorders
1016527	Metabolic Syndrome
1016527	Metabolism
1016527	Nutritional and Metabolic Diseases
1016527	Premature coronary disease
1016548	Medical Education
1016548	Movement Disorders
1016548	Orthopedics
1016548	Scoliosis and Spinal Deformity
1016548	Sports Injuries
1016548	Sports Medicine
1016637	Preventive Health
1016637	Women's Health Care
1016711	Ion Channels
1016711	Molecular Pharmacology
1016711	Nervous System Diseases
1016711	Neuroscience 
1016711	Pharmacology
1016711	Physiology
1016759	AIDS
1016759	Multiple Sclerosis
1016762	Aging, Geriatrics, and Eldercare
1016762	Alzheimer's Disease
1016762	Wellness, Fitness
1016763	General gastroenterology, colon cancer screening
1016805	Ophthalmology
1016930	Cancer Biology
1016930	Cytokines
1016930	Gene Regulation
1016930	Immunology
1016930	Signal Transduction
1016969	Adeno/AAV hybrid vector
1016969	Cancer: Adrenal, parathyroid pituitary, thyroid-Glandular
1016969	Diabetes, Endocrine and Metabolism
1016969	Endocrine regeneration therapy
1016969	Endocrinology
1016969	Gene Therapy
1016969	Gene therapy
1017008	Gallbladder Disease
1017008	Hernias
1017008	Minimally Invasive Spine Surgery
1017008	Patient Safety
1017008	Pelvic Congestion Syndrome
1017008	Post-graduate Medical Education
1017008	Technical Skills Acquisition
1017008	Varicose Veins
1017032	Bones,Cartilage, Joints, Muscles
1017032	Radiology, Xray, CAT Scan, Medical Imaging
1017036	Aging
1017036	Anesthesiology
1017036	Clinical Pharmacology
1017036	Oncology
1017036	Pain Management
1017036	Pharmacokinetics
1017036	Pharmacology
1017036	Physiology
1017061	Movement Disorders
1017082	Electronic Medical Record
1017082	Organization and Economics of Health Care
1017082	Patient-Physician Communication
1017153	Cell Adhesion Mechanisms
1017219	cardiac CT angiography
1017219	cardiac MRI
1017219	hemodynamics
1017219	invasive cardiology
1017219	percutaneous coronary intervention
1017219	percutaneous prosthetic valves
1017234	Curriculum Design
1017234	Graduate Medical Education
1017234	Medical Education
1017234	Pediatrics
1017234	Undergraduate Medical Education
1017247	Diabetes
1017256	Neurology
1017256	Otolaryngology
1017256	Rehabilitation/Therapy
1017341	Embryology
1017341	Reproduction
1017341	Women's Health
1017341	Women's Health, Women's Reproductive Health
1017403	Biochemistry: Proteins
1017403	Biophysics
1017403	Bones,Cartilage, Joints, Muscles
1017403	Cartilage Biology
1017403	Cell Biology
1017403	Developmental biology
1017403	Extracellular Matrix
1017403	Molecular Biology
1017423	Spinal Cord Injury
1017423	Stroke
1017499	Cell Biology
1017510	Urology
1017531	Angiogenesis
1017531	Cardiovascular Diseases
1017687	Anxiety Disorders
1017687	Mood Disorders
1017687	Pain Management
1017700	Medical Humanities
1017700	Mental Health and Primary Care
1017700	Professional Development of Physicians
1017737	Cancer screening
1017737	Women's Health
1017743	Neurology
1017743	Pathology
1017877	Anxiety Disorders
1017877	Atypical Dementia
1017877	Dementia
1017877	Geriatrics
1017877	Stroke
1017877	Telemental Health
1017968	Clinical Evaluation of junior students
1017968	Predicting performance of resident applicants
1017983	Anesthesiology
1017983	Faculty Development
1017983	Healthcare Quality
1017983	Patient Safety
1017983	Quality Improvement
1018009	Bioinformatics 
1018009	Biotechnology
1018009	Cell Biology
1018009	Cytoskeleton
1018009	Genetics
1018009	Genomics
1018012	Addiction
1018012	Environmental Health
1018012	Epidemiology
1018012	Nutrition, Dietetics
1018012	Obesity
1018012	Pediatrics
1018049	Cochlear implantation
1018049	Hearing
1018091	ACE/ACE2 in diabetic nephropathy
1018091	Distal tubular acidosis/potassium pathophysiology
1018091	Hypertension
1018091	Kidney
1018091	Na+/H+ antiporter/ intracellular pH regulation
1018091	Nephrology
1018091	Nocturnal hypertension
1018134	Cancer: Kidney and Urinary Tract
1018134	Cancer: Prostate
1018134	Cancer: Skin
1018134	Immunotherapy and other experimental therapeutic approaches to treatment of melanoma skin cancer and gentio-urinary maligancies and non-Hodgkin's lymphomas
1018163	Cancer: Breast
1018163	Education
1018163	Geriatrics
1018163	Osteoporosis
1018163	Rehabilitation/Therapy
1018167	Asthma
1018167	Asthma, COPD, Sarcoidosis, Interstitial lung disease
1018167	Hypercapnia, innate immunity and host defense in the lung
1018167	Lungs, Breathing Problems
1018167	Mechanical stress and airway cell biology
1018167	Regulation of airway inflammation and remodeling
1018167	Respiratory Diseases
1018168	Bones,Cartilage, Joints, Muscles
1018168	Kidney
1018168	Nephrology
1018168	Physiology
1018246	Aging
1018246	Biochemistry: Proteins
1018246	Cell Biology
1018246	Communicable Diseases
1018246	Developmental Neurobiology
1018246	Genetics
1018246	Hearing
1018246	Neuroscience 
1018341	Prevention
1018341	Women's Health
1018377	Simulation
1018461	Bioinformatics 
1018461	Biomedical ontologies
1018461	Genomics
1018461	Information Systems
1018461	Medical Informatics
1018513	Couples therapy
1018513	Sexual dysfunction
1018597	Graduate Medical Education
1018597	Infertility - Female
1018597	Reproduction
1018597	Women's Health
1018621	Aging
1018621	Circadian Rhythms
1018621	Depression
1018621	Genetics
1018621	Genomics
1018621	Obesity
1018621	Reproduction
1018621	Sleep, Sleep Disorders
1018693	Epidemiology
1018693	Pediatrics
1018693	Women's Health, Women's Reproductive Health
1018694	Cancer Biology
1018694	Developmental biology
1018694	Oncology
1018694	Pediatrics
1018694	Signal Transduction
1018707	Neurology of the Newborn
1018729	Alzheimer's Disease
1018729	Biochemistry: Proteins
1018729	Cell Biology
1018729	Cell Imaging
1018729	Cytoskeleton
1018731	Autoimmune Diseases
1018731	Autoimmunity
1018731	Cancer: Blood (leukemia, lymphomas)
1018731	Cytokines
1018731	Immune Regulation
1018731	Immunology
1018731	Multiple Sclerosis
1018731	Pathology
1018772	Genetics: Medical
1018772	Medical Anthropology
1018772	Radiology
1018820	Cosmetic Procedures and Surgery
1018857	Behavioral Biology
1018857	Bioengineering                                        
1018857	Nervous System Diseases
1018857	Neurobiology
1018857	Neurology
1018857	Neuroscience 
1018864	Aging
1018864	Behavioral Biology
1018864	Behavioral Medicine
1018864	Neuroscience 
1018864	Sleep, Sleep Disorders
1018947	Genetic Testing/Counseling
1018947	Genetics
1018947	Genetics: Medical
1018947	Pregnancy, Childbirth (including high risk)
1018947	Women's Health, Women's Reproductive Health
1019040	Adult attention-deficit-disorder/attention-deficit-hyperactivity disorder
1019040	Mood Disorders
1019040	Psychological issues of patients dealing with medical illness
1019040	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1019129	Arrhythmias
1019129	Cardiology
1019129	Cardiovascular Diseases
1019129	Circadian Rhythms
1019129	Heart Disease
1019129	Pediatrics
1019129	Surgery
1019129	Transplantation
1019185	Cardiovascular Diseases
1019185	Cardiovascular Imaging
1019185	Cardiovascular System
1019185	Interventional Oncology
1019185	Radiology
1019185	Radiology, Xray, CAT Scan, Medical Imaging
1019185	Vascular and interventional radiology
1019185	Visceral aneurysms
1019370	Aging
1019370	Anesthesiology
1019370	Drugs (clinical pharmacology)
1019370	Pharmacology
1019370	Physiology
1019437	AIDS
1019437	Alzheimer's Disease
1019437	Alzheimer's Drug
1019437	Cancer Biology
1019437	Drug Discovery
1019437	Molecular Pharmacology
1019437	Neuroscience 
1019437	Structural Biology
1019504	Movement Control
1019504	Neurobiology
1019504	Neuroscience 
1019504	Obesity
1019504	Pharmacology
1019504	Physiology
1019504	Respiratory Diseases
1019567	Infertility - Female
1019567	Minimally Invasive Surgery
1019567	Osteoporosis
1019567	Preventive Medicine
1019567	Women's Health, Women's Reproductive Health
1019577	Aging
1019577	Alzheimer's Disease
1019577	Attention deficit/hyperactivity disorder(ADHD)
1019577	Dementia
1019577	Frontotemporal dementia
1019577	Neuropsychology
1019577	Primary Progressive Aphasia
1019577	Stroke
1019636	Cancer: Reconstructive Surgery Following Cancer
1019636	Minimally Invasive Surgery
1019636	Oral and Maxillofacial Pathology
1019636	Sleep Disorders
1019636	Trauma
1019731	Anesthesiology
1019731	Patient Safety
1019731	Quality Improvement
1019792	Health Communications
1019797	Ears, Nose, Throat, Mouth
1019797	Otolaryngology
1019797	Surgery
1019856	Bioengineering                                        
1019856	Neuroscience 
1019856	Orthopedics
1019856	Rehabilitation/Therapy
1019972	Bioinformatics 
1019972	Cardiovascular System
1019972	Cell Biology
1019972	Developmental biology
1019972	Drug Discovery
1019972	Gene Regulation
1019972	Proteins, Macromolecules
1019972	Signal transduction
1020003	Nutrition, Dietetics
1020163	Women's Health
1020213	Cancer: Blood (leukemia, lymphomas)
1020213	Pediatrics
1020213	Stem Cells
1020213	Transplantation
1020281	Infectious Diseases
1020281	Pacemakers
1020281	Pediatrics
1020281	Pneumonia
1020281	Vaccine-preventable illnesses
1020328	Drugs (clinical pharmacology)
1020328	Pharmacology
1020328	Signal Transduction
1020334	Cancer: Breast
1020334	Health Disparities
1020334	Patient Communications
1020334	Patient reported outcomes
1020334	Physical activity
1020334	Psychological issues of patients dealing with medical illness
1020334	Qualitative research methods
1020334	Rehabilitation/Therapy
1020738	Alzheimer's Disease
1020738	Biochemistry: Proteins
1020738	Nervous System Diseases
1020738	Neuroscience 
1020762	Cancer Biology
1020762	Cancer: Blood (leukemia, lymphomas)
1020762	Cancer: Brain and Nervous System
1020762	Molecular Biology
1020837	Maternal-Child Health
1020837	Obesity
1020837	Pregnancy, Childbirth (including high risk)
1020838	Biochemistry: Proteins
1020838	Cancer Biology
1020838	Cell Biology
1020838	Endocrinology
1020838	Signal Transduction
1020875	Arterial aneurysms
1020875	Brain aneurysm
1020875	Brain arteriovenous malformation
1020875	Cancer: Brain and Nervous System
1020875	Carotid Disease
1020875	Cerebrovascular surgery
1020875	Circulation
1020875	Stroke
1020947	Breast Disease
1020947	Cancer: Breast
1021011	medical student teaching in primary care
1021028	Surgery
1021028	Surgical Education
1021028	Transplantation
1021035	Bacterial Pathogenesis
1021035	Bacteriology
1021035	Biotechnology
1021035	Epidemiology
1021035	Infectious Diseases-bacteria
1021035	Molecular Biology
1021148	Endocrinology
1021148	Thyroid Nodules
1021232	Cancer: Blood (leukemia, lymphomas)
1021232	Hematology
1021232	Pathology
1021239	Anesthesiology
1021239	Pain Management
1021239	Women's Health, Women's Reproductive Health
1021275	Bioengineering                                        
1021275	Biotechnology
1021275	Immunology
1021275	Transplantation
1021278	Aortic Aneurysm
1021278	Arterial aneurysms
1021278	Carotid Disease
1021278	Circulation
1021278	Varicose Veins
1021278	Vascular Biology
1021278	Vascular and interventional radiology
1021319	DNA Replication
1021319	Drug Discovery
1021319	Genomics
1021319	Proteins, Macromolecules
1021319	Structural Biology
1021467	Aging
1021467	Alzheimer's Disease
1021467	Drug Discovery
1021467	Neuroscience 
1021467	Psychology
1021469	Medical Decision Making
1021653	Autoimmunity
1021653	Cardiovascular Diseases
1021653	Cell Biology
1021653	Cytoskeleton
1021653	Inflammation
1021653	Microbial Pathogenesis
1021653	Molecular Genetics
1021653	Pathology
1021673	Transplantation
1021688	Allergies
1021688	Breast Cancer
1021688	Cancer Biology
1021688	Cancer: Prostate
1021694	AIDS
1021694	HIV Infection
1021694	Immunology
1021694	Infectious Diseases
1021694	Infectious Diseases-viral
1021694	Tumor Virus Infections
1021694	Viral Oncology
1021694	Virology
1021715	Bioengineering                                        
1021715	Rehabilitation/Therapy
1021762	Cell Biology
1021762	Cytoskeleton
1021762	Genetics
1021762	Hearing
1021762	Molecular Biology
1021762	Neuroscience 
1021800	Ophthalmology
1021800	Surgery
1021803	Alzheimer's Disease
1021803	Cell Adhesion Mechanisms
1021803	Glaucoma
1021803	Neurobiology
1021803	Ophthalmology
1021859	Pathology
1021955	Wellness, Fitness
1021955	Women's Health
1021958	Facial nerve reconstruction
1021958	Women's Health, Women's Reproductive Health
1021982	Aging
1021982	Disability
1021982	Epidemiology
1021982	Health Services Research
1021982	Health economics
1021982	Physical activity
1021982	Public Health
1021982	Rheumatology
1021985	Neuroscience 
1021985	Physiology
1021985	Reproduction
1021985	Urology
1022350	Liver disease, pathobiology
1022350	Pathology
1022359	Hospital Medicine
1022359	Pediatrics
1022425	Health economics
1022425	Internal Medicine, General Medicine
1022425	Medical Decision Making
1022425	Medical Education
1022554	Autoimmune Diseases
1022554	Vascular Biology
1022579	Cancer Biology
1022579	Cell Biology
1022579	Molecular Biology
1022579	Pregnancy, Childbirth (including high risk)
1022579	Vascular Biology
1022579	Women's Health, Women's Reproductive Health
1022677	Cell Biology
1022677	Dementia
1022677	Drug Discovery
1022677	EMG
1022677	Genetics
1022677	Neurogenetics
1022677	Neurology
1022677	Neuroscience 
1022771	Asthma
1022771	Chronic obstructive pulmonary disease
1022771	Mechanical ventilation
1022771	Medical education
1022774	Amputation
1022774	Cardiovascular Diseases
1022774	Surgery
1022774	Vascular Biology
1022800	Depression
1022800	Molecular Pharmacology
1022800	Nervous System Diseases
1022800	Neurobiology
1022800	Neuroscience 
1022881	Angiogenesis
1022881	Dermatology
1022881	Pediatrics
1022881	Skin
1022955	Attention deficit/hyperactivity disorder(ADHD)
1022955	EEG
1023166	Anemia in chronic kidney disease disease
1023166	Chronic renal failure
1023189	Aging
1023189	Health Services Research
1023189	Psychology
1023189	Rehabilitation/Therapy
1023190	Biostatistics
1023190	Cardiovascular System
1023190	Epidemiology
1023190	Obesity
1023212	Worker Health and Productivity
1023232	Bioinformatics 
1023232	Biophysics
1023232	Enzymology
1023232	Infectious Diseases-bacteria
1023232	Structural Biology
1023239	AIDS
1023239	Cancer Biology
1023239	Cell Biology
1023239	Gene Regulation
1023239	HIV Infection
1023239	Infectious Diseases-viral
1023239	Microbial Pathogenesis
1023239	Viral Oncology
1023528	Neurogenetics
1023528	Neurology
1023528	Neuroscience 
1023528	Rehabilitation/Therapy
1023562	Cell Biology
1023562	Cytoskeleton
1023562	DNA Replication
1023562	Gene Regulation
1023562	Nuclear Structure and Developmental Biology
1023575	Endocrine Surgery
1023575	Hernias
1023575	Inflammatory Bowel Disease
1023575	Minimally Invasive Surgery
1023575	Surgery
1023584	Biostatistics
1023591	Injury Prevention
1023591	Pediatrics
1023591	Public Health
1023744	Cardiovascular Diseases
1023744	Cardiovascular Imaging
1023744	Cardiovascular System
1023744	Circulation
1023744	Surgery
1023744	Vascular Biology
1023778	Neuroscience 
1023778	Rehabilitation/Therapy
